index,textnum,dockey,sideline,locus,level,inscobj,fs80,dir,posnum,signnum,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,strict,exclusion_reasons
1838,3372,3372,10,18,0,5,0,1,5,5,53,67,407,124,169,,,,,,,,,,1,
1839,3372,3372,29,18,0,5,141,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
1840,3373,3373,10,18,0,5,0,1,7,7,59,112,194,18,211,87,169,,,,,,,,1,
1841,3373,3373,29,18,0,5,139,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
1842,3374,3374,10,18,0,5,0,1,5,5,53,67,407,124,169,,,,,,,,,,1,
1843,3374,3374,29,18,0,5,141,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
1844,3375,3375,10,18,0,5,0,3,1,1,*364,,,,,,,,,,,,,,0,doubtful_sign|not_all_undoubted_1_to_417
1845,3375,3375,20,18,0,5,0,2,5,4,0,18,211,87,169,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
1846,3376,3376,0,18,0,5,0,1,7,7,389,407,124,169,373,287,342,,,,,,,,1,
1847,3378,3378,10,17,-3,5,0,1,3,3,245,184,252,,,,,,,,,,,,1,
1848,3378,3378,29,17,-3,5,143,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
1849,3379,3379,10,17,-4,5,0,1,4,4,204,245,358,342,,,,,,,,,,,1,
1850,3379,3379,29,17,-4,5,147,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
1851,3381,3381,10,15,0,5,0,1,7,7,65,336,89,407,169,183,169,,,,,,,,1,
1852,3381,3381,29,15,0,5,163,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
1853,3383,3383,10,5,0,5,0,1,4,3,102,190,48,0,,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
1854,3383,3383,29,5,0,5,137,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
1855,3384,3384,10,5,0,5,0,1,7,7,65,336,89,407,169,183,169,,,,,,,,1,
1856,3384,3384,29,5,0,5,163,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
1857,3385,3385,10,5,0,5,0,1,7,7,389,407,124,169,373,287,342,,,,,,,,1,
1858,3385,3385,29,5,0,5,520,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
1859,3386,3386,10,8,0,5,0,1,4,4,204,245,358,342,,,,,,,,,,,1,
1860,3386,3386,29,8,0,5,145,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
1861,3387,3387,10,8,0,5,0,1,7,7,389,407,124,169,373,287,342,,,,,,,,1,
1862,3387,3387,29,8,0,5,520,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
1863,3388,3388,0,22,0,5,0,1,4,4,336,89,296,342,,,,,,,,,,,1,
1864,3390,3390,0,20,-5,5,0,1,5,5,336,89,296,342,98,,,,,,,,,,1,
1865,3391,3391,10,20,0,5,0,1,3,3,87,155,169,,,,,,,,,,,,1,
1866,3391,3391,29,20,0,5,45,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
1867,3392,3392,10,20,-6,5,0,1,4,4,336,89,296,342,,,,,,,,,,,1,
1868,3392,3392,29,20,-6,5,75,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
1869,3393,3393,10,22,0,5,0,1,8,8,345,341,18,252,97,25,245,245,,,,,,,1,
1870,3393,3393,29,22,0,5,290,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
1871,3395,3395,0,22,0,5,0,1,4,4,*389,72,326,342,,,,,,,,,,,0,doubtful_sign|not_all_undoubted_1_to_417
1872,3396,3396,0,22,0,5,0,1,7,7,389,*065,72,336,89,194,169,,,,,,,,0,doubtful_sign|not_all_undoubted_1_to_417
1873,3398,3398,10,20,0,5,0,3,1,1,184,,,,,,,,,,,,,,1,
1874,3398,3398,20,20,0,5,0,1,3,3,204,245,342,,,,,,,,,,,,1,
1875,3401,3401,0,20,0,5,0,1,8,8,*345,*341,*018,252,97,25,245,245,,,,,,,0,doubtful_sign|not_all_undoubted_1_to_417
1876,3403,3403,10,22,0,5,0,1,4,4,*204,245,358,342,,,,,,,,,,,0,doubtful_sign|not_all_undoubted_1_to_417
1877,3403,3403,29,22,0,5,145,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
1878,3404,3404,10,39,0,5,0,1,4,4,204,245,358,342,,,,,,,,,,,1,
1879,3404,3404,29,39,0,5,145,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
1880,3405,3405,10,39,0,5,0,1,4,4,389,72,326,342,,,,,,,,,,,1,
1881,3405,3405,29,39,0,5,135,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
1882,3406,3406,10,39,0,5,0,1,7,5,0,407,124,169,0,287,342,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
1883,3406,3406,29,39,0,5,520,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
1884,3407,3407,0,39,0,5,0,1,4,3,345,341,18,0,,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
1885,3410,3410,0,39,0,5,0,9,2,1,389,0,,,,,,,,,,,,,0,direction_not_in_strict_set|lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
1886,3413,3413,10,39,0,5,0,1,8,7,0,341,18,252,97,25,245,245,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
1887,3413,3413,29,39,0,5,950,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
1888,3414,3414,10,39,0,5,0,3,1,1,363,,,,,,,,,,,,,,1,
1889,3414,3414,20,39,0,5,0,1,7,7,389,407,124,169,373,287,342,,,,,,,,1,
1890,3415,3415,11,39,0,5,0,1,6,6,267,402,97,25,245,245,,,,,,,,,1,
1891,3415,3415,12,39,0,5,0,1,4,4,65,72,62,342,,,,,,,,,,,1,
1892,3415,3415,29,39,0,5,113,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
1893,3501,3501,0,33,0,7,984,1,3,3,387,135,342,,,,,,,,,,,,1,
1894,3502,3502,0,33,0,7,984,1,3,3,48,342,176,,,,,,,,,,,,1,
1895,3503,3503,0,33,0,7,0,1,4,2,0,178,389,0,,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
1896,3504,3504,0,33,0,7,0,1,3,3,386,216,342,,,,,,,,,,,,1,
1897,3505,3505,0,38,0,7,987,1,7,7,216,*267,121,87,347,342,176,,,,,,,,0,doubtful_sign|not_all_undoubted_1_to_417
1898,3506,3506,0,39,0,7,982,1,6,3,0,216,403,0,347,0,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
1899,3507,3507,0,39,0,7,985,1,4,3,0,403,344,98,,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
1900,3508,3508,0,39,0,7,987,1,3,2,65,387,0,,,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
1901,3509,3509,0,39,0,7,984,2,4,2,0,121,347,0,,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
1902,3510,3510,0,25,0,9,0,1,2,2,244,407,,,,,,,,,,,,,1,
1903,3511,3511,0,30,0,9,0,1,2,2,366,406,,,,,,,,,,,,,1,
1904,3512,3512,0,33,0,9,0,1,4,4,188,302,78,202,,,,,,,,,,,1,
1905,3513,3513,0,33,0,9,0,3,1,1,403,,,,,,,,,,,,,,1,
1906,4001,4001,0,47,-6,1,13,1,10,10,301,149,100,336,89,249,169,342,98,174,,,,,1,
1907,4002,4002,0,40,-3,1,13,1,7,7,330,245,256,99,112,194,342,,,,,,,,1,
1908,4003,4003,0,47,-5,1,13,1,8,8,323,323,28,114,*252,252,180,391,,,,,,,0,doubtful_sign|not_all_undoubted_1_to_417
1909,4004,4004,0,47,-5,1,13,1,8,8,300,17,293,87,326,54,336,293,,,,,,,1,
1910,4005,4005,0,42,-5,1,13,1,10,10,267,99,65,67,59,387,51,130,149,342,,,,,1,
1911,4006,4006,0,47,-5,1,13,1,6,6,261,367,87,98,304,186,,,,,,,,,1,
1912,4007,4007,0,44,-4,1,13,9,2,1,150,0,,,,,,,,,,,,,0,direction_not_in_strict_set|lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
1913,4008,4008,0,47,-5,1,13,1,6,6,302,214,97,150,127,293,,,,,,,,,1,
1914,4009,4009,0,42,-5,1,13,1,2,2,112,59,,,,,,,,,,,,,1,
1915,4010,4010,0,40,-4,1,13,1,4,4,150,197,252,391,,,,,,,,,,,1,
1916,4011,4011,0,43,-15,1,13,1,3,2,267,*099,0,,,,,,,,,,,,0,lost_or_illegible_passage|doubtful_sign|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
1917,4012,4012,0,40,-9,1,13,1,7,7,245,245,127,345,48,342,71,,,,,,,,1,
1918,4013,4013,0,41,-4,1,13,1,6,6,72,336,89,48,247,342,,,,,,,,,1,
1919,4014,4014,0,47,-6,1,13,1,10,10,245,245,344,387,53,171,59,*121,135,342,,,,,0,doubtful_sign|not_all_undoubted_1_to_417
1920,4015,4015,0,56,-3,1,13,1,6,6,387,171,59,336,89,211,,,,,,,,,1,
1921,4016,4016,0,42,-5,1,13,1,7,7,391,97,53,67,70,327,342,,,,,,,,1,
1922,4017,4017,0,40,-6,1,13,1,7,7,87,284,342,98,178,389,15,,,,,,,,1,
1923,4018,4018,0,47,-6,1,13,1,2,2,296,342,,,,,,,,,,,,,1,
1924,4019,4019,0,43,-5,1,13,1,10,10,216,123,389,87,59,51,130,149,48,342,,,,,1,
1925,4020,4020,0,48,-11,1,13,1,10,10,293,233,59,99,387,336,89,112,194,342,,,,,1,
1926,4021,4021,0,40,-3,1,13,1,7,7,*267,*099,336,89,112,194,342,,,,,,,,0,doubtful_sign|not_all_undoubted_1_to_417
1927,4022,4022,0,47,-6,1,13,1,9,9,267,99,389,65,72,222,254,124,169,,,,,,1,
1928,4023,4023,0,40,-4,1,13,1,8,8,183,169,99,389,72,182,293,342,,,,,,,1,
1929,4024,4024,0,46,-5,1,13,1,4,4,75,180,391,252,,,,,,,,,,,1,
1930,4025,4025,0,47,-5,1,13,1,9,9,412,123,53,171,59,121,342,222,254,,,,,,1,
1931,4026,4026,0,45,-7,1,13,1,5,5,216,123,67,342,139,,,,,,,,,,1,
1932,4027,4027,0,40,0,1,13,1,6,5,0,389,171,59,294,375,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
1933,4028,4028,0,42,-9,1,13,1,9,9,307,86,99,387,53,65,336,89,211,,,,,,1,
1934,4029,4029,0,43,-12,1,13,1,2,2,387,15,,,,,,,,,,,,,1,
1935,4030,4030,0,42,-5,1,13,1,3,3,135,358,342,,,,,,,,,,,,1,
1936,4031,4031,0,42,-13,1,13,1,2,2,228,342,,,,,,,,,,,,,1,
1937,4032,4032,0,43,-15,1,13,9,2,1,317,0,,,,,,,,,,,,,0,direction_not_in_strict_set|lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
1938,4033,4033,0,47,-7,1,13,1,4,4,102,17,8,342,,,,,,,,,,,1,
1939,4034,4034,0,47,-11,1,13,1,6,6,417,267,99,53,194,342,,,,,,,,,1,
1940,4035,4035,0,53,-4,1,13,1,5,5,267,99,9,342,1,,,,,,,,,,1,
1941,4036,4036,0,53,-2,1,13,1,6,6,379,343,87,59,72,14,,,,,,,,,1,
1942,4037,4037,0,40,-9,1,13,1,6,6,*294,132,99,326,342,1,,,,,,,,,0,doubtful_sign|not_all_undoubted_1_to_417
1943,4038,4038,0,47,-8,1,13,1,3,2,56,28,0,,,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
1944,4039,4039,0,45,-6,1,11,9,2,1,0,169,,,,,,,,,,,,,0,direction_not_in_strict_set|lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
1945,4040,4040,0,41,-8,1,13,1,4,4,244,336,*189,*252,,,,,,,,,,,0,doubtful_sign|not_all_undoubted_1_to_417
1946,4042,4042,0,46,-3,1,13,1,3,3,244,17,252,,,,,,,,,,,,1,
1947,4043,4043,0,45,-7,1,11,1,5,5,391,99,9,342,1,,,,,,,,,,1,
1948,4044,4044,0,41,-5,1,13,1,5,5,87,59,72,341,342,,,,,,,,,,1,
1949,4045,4045,0,47,-3,1,13,1,7,7,261,174,244,252,99,59,*390,,,,,,,,0,doubtful_sign|not_all_undoubted_1_to_417
1950,4046,4046,0,42,-5,1,13,2,6,6,59,209,211,100,273,87,,,,,,,,,1,
1951,4047,4047,0,41,-6,1,13,1,5,5,116,169,48,8,342,,,,,,,,,,1,
1952,4049,4049,0,44,-8,1,13,1,6,5,0,65,336,89,347,342,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
1953,4050,4050,0,45,-3,1,13,1,3,3,197,267,402,,,,,,,,,,,,1,
1954,4051,4051,0,40,-8,1,11,1,5,4,0,99,336,51,342,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
1955,4052,4052,0,44,0,1,13,1,5,5,412,123,67,72,211,,,,,,,,,,1,
1956,4053,4053,0,40,-11,1,13,1,4,3,267,99,*059,0,,,,,,,,,,,0,lost_or_illegible_passage|doubtful_sign|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
1957,4054,4054,0,47,-4,1,13,1,3,2,86,124,0,,,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
1958,4055,4055,0,44,-9,1,13,1,6,6,87,322,99,336,89,211,,,,,,,,,1,
1959,4056,4056,0,41,-7,1,11,1,6,6,150,123,53,67,72,211,,,,,,,,,1,
1960,4057,4057,0,42,-2,1,13,1,5,5,267,99,65,135,342,,,,,,,,,,1,
1961,4059,4059,0,43,-15,1,13,1,3,2,0,75,12,,,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
1962,4060,4060,0,40,-1,1,13,1,7,5,0,267,99,70,72,53,0,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
1963,4061,4061,0,44,-4,1,13,1,5,4,204,112,342,*067,0,,,,,,,,,,0,lost_or_illegible_passage|doubtful_sign|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
1964,4067,4067,0,43,-15,1,13,1,6,6,*175,180,99,153,153,342,,,,,,,,,0,doubtful_sign|not_all_undoubted_1_to_417
1965,4069,4069,0,47,-5,1,11,1,4,4,345,341,189,252,,,,,,,,,,,1,
1966,4071,4071,0,41,-18,1,11,1,5,5,391,99,87,59,*211,,,,,,,,,,0,doubtful_sign|not_all_undoubted_1_to_417
1967,4072,4072,0,45,-10,1,13,1,7,7,319,379,402,97,65,53,342,,,,,,,,1,
1968,4073,4073,0,47,-8,1,13,1,6,6,267,99,102,59,347,12,,,,,,,,,1,
1969,4074,4074,0,43,-10,1,13,1,3,3,136,193,342,,,,,,,,,,,,1,
1970,4075,4075,10,40,-12,1,13,1,7,7,267,99,87,155,249,162,342,,,,,,,,1,
1971,4075,4075,20,40,-12,1,0,1,7,7,267,99,87,155,249,162,342,,,,,,,,1,
1972,4076,4076,0,40,-5,1,13,1,4,4,65,182,293,342,,,,,,,,,,,1,
1973,4077,4077,0,41,-8,1,13,1,3,3,87,141,169,,,,,,,,,,,,1,
1974,4078,4078,0,42,-5,1,13,1,5,5,391,97,67,127,342,,,,,,,,,,1,
1975,4079,4079,0,57,-3,1,13,1,6,6,204,329,99,67,48,342,,,,,,,,,1,
1976,4080,4080,0,41,-8,1,13,1,5,5,267,99,*375,403,402,,,,,,,,,,0,doubtful_sign|not_all_undoubted_1_to_417
1977,4081,4081,0,41,-4,1,13,1,8,8,121,65,336,89,389,102,287,342,,,,,,,1,
1978,4082,4082,0,40,-9,1,13,1,7,7,335,162,343,67,249,162,342,,,,,,,,1,
1979,4083,4083,0,43,-7,1,13,1,6,6,375,267,99,336,89,211,,,,,,,,,1,
1980,4084,4084,0,40,-7,1,13,1,7,7,102,287,329,343,67,8,342,,,,,,,,1,
1981,4085,4085,0,40,-5,1,13,1,4,4,267,402,102,162,,,,,,,,,,,1,
1982,4086,4086,0,40,-2,1,13,1,2,2,122,14,,,,,,,,,,,,,1,
1983,4087,4087,0,44,-6,1,13,1,6,6,336,64,99,102,287,342,,,,,,,,,1,
1984,4088,4088,0,40,-4,1,13,1,5,5,267,99,65,359,342,,,,,,,,,,1,
1985,4089,4089,0,42,-8,1,13,3,1,1,85,,,,,,,,,,,,,,1,
1986,4090,4090,0,42,-16,1,13,1,5,5,267,99,67,244,342,,,,,,,,,,1,
1987,4091,4091,0,47,-6,1,13,1,2,2,102,190,,,,,,,,,,,,,1,
1988,4092,4092,0,42,-6,1,13,1,5,5,267,99,70,222,254,,,,,,,,,,1,
1989,4093,4093,0,46,-28,1,13,1,2,2,173,342,,,,,,,,,,,,,1,
1990,4094,4094,0,41,-6,1,13,1,3,3,119,87,342,,,,,,,,,,,,1,
1991,4095,4095,0,42,-10,1,13,1,5,4,87,59,87,284,0,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
1992,4096,4096,0,48,-9,1,13,1,3,3,215,194,267,,,,,,,,,,,,1,
1993,4097,4097,0,47,-6,1,13,1,6,6,391,99,391,252,175,180,,,,,,,,,1,
1994,4098,4098,0,49,-12,1,13,1,5,3,0,1,343,67,0,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
1995,4099,4099,0,47,-6,1,13,1,4,4,373,249,169,342,,,,,,,,,,,1,
1996,4100,4100,0,42,-11,1,13,1,6,5,87,249,53,99,48,0,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
1997,4101,4101,0,44,-7,1,13,1,6,6,267,99,59,70,296,342,,,,,,,,,1,
1998,4102,4102,0,45,-6,1,13,1,5,4,0,99,341,8,342,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
1999,4103,4103,0,52,-3,1,13,1,8,8,94,400,402,99,67,171,8,342,,,,,,,1,
2000,4104,4104,0,53,-4,1,13,1,9,9,293,123,345,65,67,70,249,162,342,,,,,,1,
2001,4105,4105,0,40,-3,1,13,1,7,7,65,70,358,342,178,389,15,,,,,,,,1,
2002,4106,4106,0,53,-6,1,13,1,7,7,121,121,171,123,67,348,342,,,,,,,,1,
2003,4107,4107,0,42,-14,1,13,1,5,5,28,277,99,104,169,,,,,,,,,,1,
2004,4108,4108,0,40,-3,1,13,1,5,4,0,99,87,294,342,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
2005,4109,4109,0,44,-5,1,13,1,7,6,0,*186,343,28,249,169,342,,,,,,,,0,lost_or_illegible_passage|doubtful_sign|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
2006,4110,4110,0,40,-16,1,11,1,4,4,150,123,48,342,,,,,,,,,,,1,
2007,4111,4111,0,44,-7,1,13,1,7,6,0,343,70,72,249,162,342,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
2008,4112,4112,0,44,-3,1,13,1,5,5,267,99,387,72,211,,,,,,,,,,1,
2009,4113,4113,0,53,-1,1,13,1,5,5,27,345,72,53,342,,,,,,,,,,1,
2010,4114,4114,0,49,-11,1,13,1,4,4,295,345,104,169,,,,,,,,,,,1,
2011,4115,4115,0,42,-16,1,13,1,2,2,86,250,,,,,,,,,,,,,1,
2012,4116,4116,0,47,-20,1,13,1,5,5,391,99,109,59,12,,,,,,,,,,1,
2013,4117,4117,0,47,-3,1,13,1,4,4,267,99,65,388,,,,,,,,,,,1,
2014,4118,4118,0,42,-10,1,13,1,7,7,412,123,98,51,130,149,342,,,,,,,,1,
2015,4119,4119,0,40,-9,1,13,1,9,9,267,99,53,182,293,112,197,342,176,,,,,,1,
2016,4120,4120,0,47,-9,1,13,1,3,3,25,245,245,,,,,,,,,,,,1,
2017,4121,4121,0,41,-5,1,13,1,4,4,86,59,127,*249,,,,,,,,,,,0,doubtful_sign|not_all_undoubted_1_to_417
2018,4122,4122,0,53,-7,1,13,1,3,3,205,102,162,,,,,,,,,,,,1,
2019,4123,4123,10,43,-14,1,0,1,5,5,384,99,205,245,342,,,,,,,,,,1,
2020,4123,4123,20,43,-14,1,0,1,6,6,245,307,307,249,307,342,,,,,,,,,1,
2021,4123,4123,39,43,-14,1,13,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
2022,4124,4124,0,43,-10,1,13,1,2,2,77,342,,,,,,,,,,,,,1,
2023,4125,4125,0,42,-9,1,13,1,4,4,67,301,155,211,,,,,,,,,,,1,
2024,4126,4126,0,53,-6,1,13,1,4,4,267,99,102,162,,,,,,,,,,,1,
2025,4127,4127,0,43,-16,1,13,9,2,1,378,0,,,,,,,,,,,,,0,direction_not_in_strict_set|lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
2026,4128,4128,0,47,-9,1,13,1,4,4,102,17,8,342,,,,,,,,,,,1,
2027,4129,4129,0,44,-6,1,13,1,2,2,47,211,,,,,,,,,,,,,1,
2028,4130,4130,0,42,-6,1,13,1,4,4,170,75,245,245,,,,,,,,,,,1,
2029,4131,4131,0,53,-4,1,13,1,6,6,28,169,343,249,169,342,,,,,,,,,1,
2030,4132,4132,0,49,-4,1,13,1,5,5,328,343,249,162,342,,,,,,,,,,1,
2031,4133,4133,0,41,-8,1,13,1,4,4,102,216,245,245,,,,,,,,,,,1,
2032,4134,4134,0,44,-7,1,13,1,5,5,391,99,106,287,342,,,,,,,,,,1,
2033,4135,4135,0,46,0,1,13,1,4,4,87,28,257,99,,,,,,,,,,,1,
2034,4136,4136,0,44,-11,1,13,1,3,2,0,206,12,,,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
2035,4137,4137,0,40,-5,1,13,1,4,4,124,25,176,342,,,,,,,,,,,1,
2036,4138,4138,0,49,-14,1,13,1,4,4,103,403,347,342,,,,,,,,,,,1,
2037,4139,4139,0,40,-10,1,11,1,5,5,305,123,249,162,342,,,,,,,,,,1,
2038,4140,4140,0,43,-15,1,13,1,3,3,67,72,204,,,,,,,,,,,,1,
2039,4141,4141,0,41,-14,1,13,1,7,7,155,162,99,102,59,342,1,,,,,,,,1,
2040,4142,4142,0,47,-8,1,13,1,3,3,341,8,342,,,,,,,,,,,,1,
2041,4143,4143,0,47,-8,1,13,1,4,4,87,59,342,1,,,,,,,,,,,1,
2042,4144,4144,0,40,-10,1,351,1,3,2,0,*002,12,,,,,,,,,,,,0,lost_or_illegible_passage|doubtful_sign|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
2043,4145,4145,0,41,-13,1,13,1,5,5,*086,124,25,176,342,,,,,,,,,,0,doubtful_sign|not_all_undoubted_1_to_417
2044,4146,4146,0,43,-18,1,13,1,2,2,124,342,,,,,,,,,,,,,1,
2045,4147,4147,0,40,-12,1,13,1,5,5,328,343,89,294,342,,,,,,,,,,1,
2046,4148,4148,0,44,-6,1,13,1,4,4,86,175,176,211,,,,,,,,,,,1,
2047,4149,4149,0,42,-13,1,11,1,3,2,0,59,211,,,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
2048,4150,4150,0,40,-4,1,351,1,4,3,0,127,127,342,,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
2049,4152,4152,0,52,-2,1,11,1,6,6,391,99,100,287,194,342,,,,,,,,,1,
2050,4153,4153,0,43,-13,1,11,1,6,5,253,230,99,65,67,0,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
2051,4154,4154,0,44,-10,1,11,1,4,3,267,99,72,0,,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
2052,4155,4155,0,44,-7,1,11,1,2,2,124,342,,,,,,,,,,,,,1,
2053,4156,4156,0,49,-5,1,13,1,3,3,*076,402,99,,,,,,,,,,,,0,doubtful_sign|not_all_undoubted_1_to_417
2054,4158,4158,0,44,-11,1,11,9,2,1,*355,0,,,,,,,,,,,,,0,direction_not_in_strict_set|lost_or_illegible_passage|doubtful_sign|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
2055,4159,4159,0,43,-15,1,13,1,4,3,391,99,87,0,,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
2056,4160,4160,0,44,-2,1,13,1,2,2,104,169,,,,,,,,,,,,,1,
2057,4161,4161,0,40,-13,1,13,1,4,4,249,162,342,176,,,,,,,,,,,1,
2058,4162,4162,0,41,-12,1,13,1,7,7,87,249,343,175,230,53,342,,,,,,,,1,
2059,4163,4163,0,52,-2,1,13,1,4,4,254,98,380,32,,,,,,,,,,,1,
2060,4164,4164,0,41,-10,1,13,1,5,5,102,59,342,1,176,,,,,,,,,,1,
2061,4165,4165,0,41,-14,1,13,1,2,2,283,162,,,,,,,,,,,,,1,
2062,4166,4166,0,44,-6,1,13,1,2,2,86,15,,,,,,,,,,,,,1,
2063,4167,4167,0,49,-4,1,13,1,3,2,*087,0,342,,,,,,,,,,,,0,lost_or_illegible_passage|doubtful_sign|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
2064,4168,4168,0,40,-9,1,351,1,4,3,0,59,342,1,,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
2065,4169,4169,0,47,-9,1,351,1,3,2,0,294,375,,,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
2066,4170,4170,0,57,-4,1,351,1,3,2,0,*149,342,,,,,,,,,,,,0,lost_or_illegible_passage|doubtful_sign|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
2067,4171,4171,0,40,-2,1,13,1,2,2,109,59,,,,,,,,,,,,,1,
2068,4172,4172,0,49,-16,1,351,1,5,3,0,*336,89,211,0,,,,,,,,,,0,lost_or_illegible_passage|doubtful_sign|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
2069,4176,4176,0,45,0,1,11,1,4,3,391,99,67,0,,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
2070,4177,4177,0,43,-11,1,351,1,3,2,0,*002,12,,,,,,,,,,,,0,lost_or_illegible_passage|doubtful_sign|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
2071,4178,4178,0,49,-13,1,13,1,3,2,149,51,0,,,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
