"corpus","system_class","sequence_id","description","document_type","region","class_or_group","length","duplicate_weight","tokens","source_ids"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01269","CXJ: 2011/10/16 12:1:14 GMT","Weather Icon Sequence","","","5","1","rain | chancetstorms | cloudy | mostlysunny | sunny","Weather_icons_02066"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01270","CXJ: 2011/10/20 12:1:14 GMT","Weather Icon Sequence","","","5","3","sunny | sunny | mostlysunny | cloudy | chancerain","Weather_icons_02067|Weather_icons_07964|Weather_icons_08195"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01271","CXJ: 2011/10/27 12:1:14 GMT","Weather Icon Sequence","","","5","1","chancerain | tstorms | cloudy | mostlysunny | mostlysunny","Weather_icons_02069"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01272","CXJ: 2011/10/30 12:1:14 GMT","Weather Icon Sequence","","","5","1","mostlysunny | sunny | cloudy | hazy | mostlysunny","Weather_icons_02070"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01273","CXJ: 2011/11/3 12:1:15 GMT","Weather Icon Sequence","","","5","1","chancerain | partlycloudy | mostlysunny | sunny | sunny","Weather_icons_02071"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01274","CXJ: 2011/11/10 13:1:15 GMT","Weather Icon Sequence","","","5","1","chancetstorms | partlycloudy | sunny | sunny | cloudy","Weather_icons_02073"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01275","CXJ: 2011/11/13 13:1:15 GMT","Weather Icon Sequence","","","5","1","chancerain | cloudy | cloudy | cloudy | chancerain","Weather_icons_02074"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01276","CXJ: 2011/11/17 13:1:15 GMT","Weather Icon Sequence","","","5","1","cloudy | partlycloudy | chancerain | mostlysunny | sunny","Weather_icons_02075"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01277","CXJ: 2011/11/20 13:1:15 GMT","Weather Icon Sequence","","","5","2","sunny | sunny | mostlysunny | partlycloudy | chancerain","Weather_icons_02076|Weather_icons_08992"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01278","CXJ: 2011/11/24 13:1:15 GMT","Weather Icon Sequence","","","5","3","cloudy | chancerain | chancerain | partlycloudy | sunny","Weather_icons_02077|Weather_icons_09379|Weather_icons_10009"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01279","CZE: 2011/4/26 4:35:40 GMT","Weather Icon Sequence","","","5","1","chancetstorms | sunny | mostlysunny | mostlysunny | chancerain","Weather_icons_02079"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01280","CZE: 2011/4/29 3:0:27 GMT","Weather Icon Sequence","","","5","27","chancetstorms | chancerain | chancerain | chancerain | chancerain","Weather_icons_02080|Weather_icons_02103|Weather_icons_02913|Weather_icons_03058|Weather_icons_03107|Weather_icons_03558|Weather_icons_03668|Weather_icons_03680|Weather_icons_04229|Weather_icons_05249|Weather_icons_05298|Weather_icons_05506|Weather_icons_05714|Weather_icons_05813|Weather_icons_05861|Weather_icons_05939|Weather_icons_06180|Weather_icons_06185|Weather_icons_06186|Weather_icons_06937|Weather_icons_07274|Weather_icons_07324|Weather_icons_07760|Weather_icons_07897|Weather_icons_09053|Weather_icons_09083|Weather_icons_09242"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01281","CZE: 2011/5/12 12:1:16 GMT","Weather Icon Sequence","","","5","1","cloudy | chancetstorms | chancetstorms | chancetstorms | tstorms","Weather_icons_02084"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01282","CZE: 2011/5/22 12:1:15 GMT","Weather Icon Sequence","","","5","9","chancerain | chancetstorms | chancerain | chancerain | chancetstorms","Weather_icons_02087|Weather_icons_02220|Weather_icons_04881|Weather_icons_05252|Weather_icons_05987|Weather_icons_06003|Weather_icons_06680|Weather_icons_07636|Weather_icons_07709"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01283","CZE: 2011/5/26 12:1:16 GMT","Weather Icon Sequence","","","5","1","chancerain | chancerain | chancetstorms | partlycloudy | chancetstorms","Weather_icons_02088"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01284","CZE: 2011/6/2 12:1:17 GMT","Weather Icon Sequence","","","5","2","cloudy | chancerain | chancerain | chancerain | chancetstorms","Weather_icons_02090|Weather_icons_06088"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01285","CZE: 2011/6/9 12:1:17 GMT","Weather Icon Sequence","","","5","4","chancetstorms | chancetstorms | chancetstorms | mostlysunny | mostlysunny","Weather_icons_02092|Weather_icons_04271|Weather_icons_05168|Weather_icons_07408"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01286","CZE: 2011/6/12 12:1:17 GMT","Weather Icon Sequence","","","5","1","chancetstorms | chancerain | mostlysunny | chancerain | sunny","Weather_icons_02093"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01287","CZE: 2011/6/16 12:4:28 GMT","Weather Icon Sequence","","","5","2","mostlysunny | chancerain | mostlysunny | chancerain | chancetstorms","Weather_icons_02094|Weather_icons_02738"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01288","CZE: 2011/6/23 12:1:15 GMT","Weather Icon Sequence","","","5","18","chancetstorms | chancerain | chancerain | chancetstorms | chancerain","Weather_icons_02096|Weather_icons_02102|Weather_icons_02482|Weather_icons_02599|Weather_icons_02740|Weather_icons_03662|Weather_icons_03674|Weather_icons_04223|Weather_icons_05068|Weather_icons_05239|Weather_icons_07330|Weather_icons_07379|Weather_icons_07574|Weather_icons_08709|Weather_icons_08723|Weather_icons_08727|Weather_icons_09111|Weather_icons_09120"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01289","CZE: 2011/6/26 12:1:15 GMT","Weather Icon Sequence","","","5","6","chancetstorms | chancerain | chancetstorms | chancerain | chancerain","Weather_icons_02097|Weather_icons_04241|Weather_icons_05491|Weather_icons_06006|Weather_icons_06753|Weather_icons_06772"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01290","CZE: 2011/6/30 12:1:17 GMT","Weather Icon Sequence","","","5","1","chancetstorms | cloudy | partlycloudy | chancerain | chancerain","Weather_icons_02098"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01291","CZE: 2011/7/10 12:1:15 GMT","Weather Icon Sequence","","","5","1","sunny | partlycloudy | mostlysunny | chancetstorms | chancerain","Weather_icons_02101"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01292","CZE: 2011/7/21 12:1:16 GMT","Weather Icon Sequence","","","5","2","chancerain | chancetstorms | chancerain | partlycloudy | partlycloudy","Weather_icons_02104|Weather_icons_09107"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01293","CZE: 2011/7/24 12:1:15 GMT","Weather Icon Sequence","","","5","5","chancerain | mostlysunny | sunny | chancerain | chancerain","Weather_icons_02105|Weather_icons_03868|Weather_icons_04544|Weather_icons_08161|Weather_icons_08719"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01294","CZE: 2011/7/28 12:1:16 GMT","Weather Icon Sequence","","","5","1","partlycloudy | mostlysunny | chancerain | chancerain | chancetstorms","Weather_icons_02106"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01295","CZE: 2011/7/31 12:1:15 GMT","Weather Icon Sequence","","","5","1","cloudy | chancetstorms | chancerain | chancetstorms | chancerain","Weather_icons_02107"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01296","CZE: 2011/8/4 12:1:16 GMT","Weather Icon Sequence","","","5","1","chancerain | chancetstorms | chancetstorms | chancerain | partlycloudy","Weather_icons_02108"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01297","CZE: 2011/8/7 12:1:16 GMT","Weather Icon Sequence","","","5","2","chancerain | cloudy | chancerain | chancerain | sunny","Weather_icons_02109|Weather_icons_08140"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01298","CZE: 2011/8/11 12:1:15 GMT","Weather Icon Sequence","","","5","1","mostlysunny | sunny | sunny | chancerain | sunny","Weather_icons_02110"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01299","CZE: 2011/9/1 12:1:14 GMT","Weather Icon Sequence","","","5","2","mostlysunny | chancetstorms | mostlysunny | mostlysunny | sunny","Weather_icons_02116|Weather_icons_09002"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01300","CZE: 2011/9/4 12:1:15 GMT","Weather Icon Sequence","","","5","2","chancetstorms | mostlysunny | chancetstorms | sunny | sunny","Weather_icons_02117|Weather_icons_04283"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01301","CZE: 2011/9/8 12:1:16 GMT","Weather Icon Sequence","","","5","3","chancetstorms | chancetstorms | sunny | sunny | chancetstorms","Weather_icons_02118|Weather_icons_02496|Weather_icons_07585"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01302","CZE: 2011/9/15 12:1:15 GMT","Weather Icon Sequence","","","5","1","chancetstorms | mostlysunny | partlycloudy | partlycloudy | partlycloudy","Weather_icons_02120"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01303","CZE: 2011/9/29 12:1:16 GMT","Weather Icon Sequence","","","5","4","chancetstorms | chancetstorms | partlycloudy | partlycloudy | chancetstorms","Weather_icons_02124|Weather_icons_04692|Weather_icons_06461|Weather_icons_06650"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01304","CZE: 2011/10/6 12:1:15 GMT","Weather Icon Sequence","","","5","5","sunny | sunny | chancetstorms | chancetstorms | chancetstorms","Weather_icons_02126|Weather_icons_07288|Weather_icons_07584|Weather_icons_07677|Weather_icons_07912"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01305","CZE: 2011/10/20 12:1:14 GMT","Weather Icon Sequence","","","5","1","chancetstorms | sunny | mostlysunny | chancetstorms | chancerain","Weather_icons_02130"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01306","CZE: 2011/10/23 12:1:15 GMT","Weather Icon Sequence","","","5","1","chancetstorms | sunny | partlycloudy | mostlysunny | sunny","Weather_icons_02131"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01307","CZE: 2011/11/3 12:1:15 GMT","Weather Icon Sequence","","","5","12","chancetstorms | mostlysunny | chancetstorms | chancetstorms | chancetstorms","Weather_icons_02134|Weather_icons_03686|Weather_icons_04278|Weather_icons_05960|Weather_icons_06040|Weather_icons_06368|Weather_icons_06977|Weather_icons_07001|Weather_icons_07290|Weather_icons_07303|Weather_icons_07911|Weather_icons_10129"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01308","DIN: 2011/5/15 12:1:16 GMT","Weather Icon Sequence","","","5","1","chancetstorms | chancetstorms | chancetstorms | chancetstorms | rain","Weather_icons_02148"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01309","DIN: 2011/5/29 12:1:15 GMT","Weather Icon Sequence","","","5","4","mostlysunny | mostlysunny | mostlysunny | mostlysunny | chancerain","Weather_icons_02152|Weather_icons_05758|Weather_icons_07481|Weather_icons_07548"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01310","DIN: 2011/6/9 12:1:17 GMT","Weather Icon Sequence","","","5","2","chancetstorms | chancetstorms | rain | chancetstorms | chancetstorms","Weather_icons_02155|Weather_icons_08725"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01311","DIN: 2011/6/16 12:4:28 GMT","Weather Icon Sequence","","","5","1","chancetstorms | chancetstorms | chancerain | chancetstorms | tstorms","Weather_icons_02157"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01312","DIN: 2011/6/26 12:1:15 GMT","Weather Icon Sequence","","","5","1","chancetstorms | chancetstorms | chancetstorms | tstorms | chancerain","Weather_icons_02160"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01313","DIN: 2011/7/3 12:1:16 GMT","Weather Icon Sequence","","","5","2","tstorms | rain | chancetstorms | chancetstorms | chancetstorms","Weather_icons_02162|Weather_icons_03402"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01314","DIN: 2011/8/7 12:1:16 GMT","Weather Icon Sequence","","","5","1","chancetstorms | chancetstorms | tstorms | tstorms | chancerain","Weather_icons_02172"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01315","DIN: 2011/8/28 12:1:19 GMT","Weather Icon Sequence","","","5","1","chancetstorms | chancetstorms | mostlysunny | partlycloudy | partlycloudy","Weather_icons_02178"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01316","DIN: 2011/9/11 12:1:16 GMT","Weather Icon Sequence","","","5","1","tstorms | chancetstorms | chancetstorms | chancetstorms | hazy","Weather_icons_02182"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01317","DIN: 2011/9/25 12:1:15 GMT","Weather Icon Sequence","","","5","4","chancerain | chancerain | mostlysunny | mostlysunny | partlycloudy","Weather_icons_02186|Weather_icons_04132|Weather_icons_04255|Weather_icons_08291"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01318","DIN: 2011/9/29 12:1:16 GMT","Weather Icon Sequence","","","5","2","cloudy | partlycloudy | chancerain | chancetstorms | chancetstorms","Weather_icons_02187|Weather_icons_02735"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01319","DIN: 2011/10/2 12:1:15 GMT","Weather Icon Sequence","","","5","1","chancetstorms | rain | chancerain | chancerain | mostlysunny","Weather_icons_02188"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01320","DIN: 2011/10/6 12:1:15 GMT","Weather Icon Sequence","","","5","1","mostlysunny | partlycloudy | partlycloudy | hazy | sunny","Weather_icons_02189"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01321","DIN: 2011/10/9 12:1:16 GMT","Weather Icon Sequence","","","5","1","hazy | mostlysunny | chancerain | chancerain | chancetstorms","Weather_icons_02190"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01322","DIN: 2011/10/13 12:1:15 GMT","Weather Icon Sequence","","","5","1","chancerain | mostlysunny | chancetstorms | chancerain | chancetstorms","Weather_icons_02191"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01323","DIN: 2011/10/16 12:1:15 GMT","Weather Icon Sequence","","","5","1","chancerain | chancerain | chancetstorms | partlycloudy | mostlysunny","Weather_icons_02192"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01324","DIN: 2011/10/20 12:1:15 GMT","Weather Icon Sequence","","","5","1","mostlysunny | partlycloudy | mostlysunny | mostlysunny | partlycloudy","Weather_icons_02193"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01325","DIN: 2011/10/23 12:1:15 GMT","Weather Icon Sequence","","","5","1","cloudy | partlycloudy | sunny | mostlysunny | chancerain","Weather_icons_02194"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01326","DIN: 2011/10/27 12:1:15 GMT","Weather Icon Sequence","","","5","4","mostlysunny | mostlysunny | mostlysunny | mostlysunny | partlycloudy","Weather_icons_02195|Weather_icons_02959|Weather_icons_06033|Weather_icons_08253"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01327","DIN: 2011/10/30 12:1:15 GMT","Weather Icon Sequence","","","5","2","mostlysunny | mostlysunny | partlycloudy | sunny | mostlysunny","Weather_icons_02196|Weather_icons_03806"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01328","DIN: 2011/11/6 13:1:16 GMT","Weather Icon Sequence","","","5","2","mostlysunny | sunny | mostlysunny | mostlysunny | chancerain","Weather_icons_02198|Weather_icons_02461"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01329","DIN: 2011/11/13 13:1:15 GMT","Weather Icon Sequence","","","5","3","partlycloudy | mostlysunny | sunny | sunny | mostlysunny","Weather_icons_02200|Weather_icons_04745|Weather_icons_04757"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01330","DIN: 2011/11/17 13:1:15 GMT","Weather Icon Sequence","","","5","1","partlycloudy | mostlysunny | mostlysunny | cloudy | mostlysunny","Weather_icons_02201"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01331","DIN: 2011/11/27 13:1:15 GMT","Weather Icon Sequence","","","5","1","sunny | mostlysunny | mostlysunny | partlycloudy | chancerain","Weather_icons_02204"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01332","DNZ: 2011/4/26 4:35:40 GMT","Weather Icon Sequence","","","5","1","mostlysunny | mostlysunny | mostlysunny | cloudy | chancerain","Weather_icons_02205"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01333","DNZ: 2011/4/29 3:0:28 GMT","Weather Icon Sequence","","","5","3","sunny | chancerain | chancerain | chancetstorms | chancerain","Weather_icons_02206|Weather_icons_02923|Weather_icons_08453"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01334","DNZ: 2011/5/1 23:41:14 GMT","Weather Icon Sequence","","","5","2","chancerain | chancerain | chancerain | chancetstorms | sunny","Weather_icons_02207|Weather_icons_05300"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01335","DNZ: 2011/5/5 20:27:28 GMT","Weather Icon Sequence","","","5","3","chancerain | partlycloudy | sunny | chancerain | chancerain","Weather_icons_02208|Weather_icons_04371|Weather_icons_05108"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01336","DNZ: 2011/5/8 12:1:16 GMT","Weather Icon Sequence","","","5","6","chancetstorms | chancerain | chancerain | sunny | chancerain","Weather_icons_02209|Weather_icons_03101|Weather_icons_03538|Weather_icons_08142|Weather_icons_09357|Weather_icons_09987"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01337","DNZ: 2011/5/22 12:1:16 GMT","Weather Icon Sequence","","","5","3","chancetstorms | chancerain | chancerain | sunny | sunny","Weather_icons_02213|Weather_icons_03981|Weather_icons_07777"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01338","DNZ: 2011/5/26 12:1:16 GMT","Weather Icon Sequence","","","5","1","sunny | mostlysunny | sunny | chancerain | chancetstorms","Weather_icons_02214"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01339","DNZ: 2011/6/2 12:1:18 GMT","Weather Icon Sequence","","","5","1","chancerain | tstorms | tstorms | chancetstorms | chancetstorms","Weather_icons_02216"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01340","DNZ: 2011/6/12 12:1:17 GMT","Weather Icon Sequence","","","5","3","sunny | sunny | chancerain | chancerain | chancetstorms","Weather_icons_02219|Weather_icons_02702|Weather_icons_04435"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01341","DNZ: 2011/6/19 12:1:17 GMT","Weather Icon Sequence","","","5","5","chancerain | chancerain | chancetstorms | chancerain | sunny","Weather_icons_02221|Weather_icons_02924|Weather_icons_03866|Weather_icons_05759|Weather_icons_08591"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01342","DNZ: 2011/10/9 12:1:17 GMT","Weather Icon Sequence","","","5","3","mostlysunny | sunny | sunny | mostlysunny | chancerain","Weather_icons_02253|Weather_icons_04016|Weather_icons_07296"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01343","DNZ: 2011/10/13 12:1:15 GMT","Weather Icon Sequence","","","5","1","sunny | rain | chancerain | chancerain | mostlysunny","Weather_icons_02254"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01344","DNZ: 2011/10/27 12:1:15 GMT","Weather Icon Sequence","","","5","1","partlycloudy | sunny | partlycloudy | sunny | sunny","Weather_icons_02258"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01345","DNZ: 2011/11/17 13:1:16 GMT","Weather Icon Sequence","","","5","1","sunny | partlycloudy | cloudy | chancerain | sunny","Weather_icons_02264"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01346","DNZ: 2011/11/27 13:1:16 GMT","Weather Icon Sequence","","","5","1","mostlysunny | partlycloudy | sunny | mostlysunny | mostlysunny","Weather_icons_02267"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01347","DRB: 2011/5/5 20:27:28 GMT","Weather Icon Sequence","","","5","2","partlycloudy | mostlysunny | partlycloudy | mostlysunny | mostlysunny","Weather_icons_02271|Weather_icons_08231"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01348","DRB: 2011/5/8 12:1:16 GMT","Weather Icon Sequence","","","5","2","partlycloudy | chancerain | mostlysunny | sunny | mostlysunny","Weather_icons_02272|Weather_icons_08993"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01349","DRB: 2011/5/15 12:1:17 GMT","Weather Icon Sequence","","","5","11","mostlysunny | mostlysunny | mostlysunny | sunny | sunny","Weather_icons_02274|Weather_icons_02435|Weather_icons_03319|Weather_icons_03721|Weather_icons_03811|Weather_icons_05183|Weather_icons_05412|Weather_icons_05654|Weather_icons_08107|Weather_icons_08315|Weather_icons_09131"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01350","DRB: 2011/6/5 12:1:16 GMT","Weather Icon Sequence","","","5","20","sunny | mostlysunny | mostlysunny | sunny | sunny","Weather_icons_02280|Weather_icons_02297|Weather_icons_02575|Weather_icons_02944|Weather_icons_03283|Weather_icons_04753|Weather_icons_05191|Weather_icons_06727|Weather_icons_06966|Weather_icons_07606|Weather_icons_07662|Weather_icons_07786|Weather_icons_08097|Weather_icons_08617|Weather_icons_08764|Weather_icons_08814|Weather_icons_08890|Weather_icons_08940|Weather_icons_09929|Weather_icons_09931"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01351","DRB: 2011/6/9 12:1:18 GMT","Weather Icon Sequence","","","5","1","sunny | partlycloudy | sunny | mostlysunny | mostlysunny","Weather_icons_02281"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01352","DRB: 2011/8/11 12:1:16 GMT","Weather Icon Sequence","","","5","2","sunny | mostlysunny | sunny | mostlysunny | mostlysunny","Weather_icons_02299|Weather_icons_02521"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01353","DRB: 2011/10/20 12:1:15 GMT","Weather Icon Sequence","","","5","2","mostlysunny | mostlysunny | sunny | mostlysunny | partlycloudy","Weather_icons_02319|Weather_icons_08104"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01354","DRB: 2011/10/23 12:1:16 GMT","Weather Icon Sequence","","","5","2","mostlysunny | chancerain | chancerain | chancerain | mostlysunny","Weather_icons_02320|Weather_icons_08514"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01355","DRB: 2011/10/27 12:1:16 GMT","Weather Icon Sequence","","","5","4","mostlysunny | sunny | chancerain | sunny | sunny","Weather_icons_02321|Weather_icons_03963|Weather_icons_07598|Weather_icons_08224"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01356","DRB: 2011/10/30 12:1:16 GMT","Weather Icon Sequence","","","5","1","mostlysunny | chancerain | mostlysunny | sunny | mostlysunny","Weather_icons_02322"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01357","DRB: 2011/11/3 12:1:17 GMT","Weather Icon Sequence","","","5","2","chancetstorms | mostlysunny | mostlysunny | mostlysunny | sunny","Weather_icons_02323|Weather_icons_02507"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01358","DRB: 2011/11/13 13:1:16 GMT","Weather Icon Sequence","","","5","1","chancetstorms | mostlysunny | partlycloudy | chancetstorms | chancetstorms","Weather_icons_02326"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01359","DRB: 2011/11/17 13:1:16 GMT","Weather Icon Sequence","","","5","1","mostlysunny | chancetstorms | mostlysunny | mostlysunny | mostlysunny","Weather_icons_02327"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01360","DRB: 2011/11/20 13:1:16 GMT","Weather Icon Sequence","","","5","2","chancetstorms | sunny | mostlysunny | mostlysunny | sunny","Weather_icons_02328|Weather_icons_07902"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01361","DRB: 2011/11/27 13:1:16 GMT","Weather Icon Sequence","","","5","2","partlycloudy | sunny | sunny | mostlysunny | mostlysunny","Weather_icons_02330|Weather_icons_07671"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01362","DSM: 2011/4/29 3:0:28 GMT","Weather Icon Sequence","","","5","1","chancerain | mostlycloudy | partlycloudy | chancerain | chancetstorms","Weather_icons_02332"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01363","DSM: 2011/5/1 23:41:15 GMT","Weather Icon Sequence","","","5","1","partlycloudy | tstorms | partlycloudy | clear | clear","Weather_icons_02333"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01364","DSM: 2011/5/8 12:1:17 GMT","Weather Icon Sequence","","","5","2","tstorms | partlycloudy | partlycloudy | chancetstorms | chancetstorms","Weather_icons_02335|Weather_icons_08036"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01365","DSM: 2011/5/12 12:1:17 GMT","Weather Icon Sequence","","","5","1","tstorms | chancetstorms | partlycloudy | chancetstorms | partlycloudy","Weather_icons_02336"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01366","DSM: 2011/5/19 12:1:16 GMT","Weather Icon Sequence","","","5","1","rain | clear | clear | partlycloudy | mostlycloudy","Weather_icons_02338"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01367","DSM: 2011/5/22 12:1:17 GMT","Weather Icon Sequence","","","5","1","mostlycloudy | tstorms | tstorms | chancetstorms | chancetstorms","Weather_icons_02339"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01368","DSM: 2011/5/26 12:1:17 GMT","Weather Icon Sequence","","","5","1","chancetstorms | tstorms | chancetstorms | tstorms | partlycloudy","Weather_icons_02340"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_01369","DSM: 2011/5/29 12:1:16 GMT","Weather Icon Sequence","","","5","1","partlycloudy | tstorms | chancetstorms | chancetstorms | partlycloudy","Weather_icons_02341"
