id,object,site,type,symbol,cult,full_left,left_last1,left_last2,after_002_head,after_002_tail,branch_after_390,tail_after_branch,terminal_after_branch,is_002390,source_status,text
3971.1,H-1131,Harappa,TAB:B,None,None,740 482 240,240,482 240,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-482-240-002-861+
3986.1,M-1754,Mohenjo-daro,SEAL:S,Bull1,SAN,000 000,000,000 000,820,820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+000-000-002-820+
3989.1,M-1788,Mohenjo-daro,SEAL:S,Bull1:I,RAN,000 220 032,032,220 032,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+000-220-032-002-817+
3990.1,M-1806,Mohenjo-daro,SEAL:S,Bull1:S,SAN,390 003,003,390 003,820,820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+390-003-002-820+
3991.1,M-1823,Mohenjo-daro,SEAL:S,Bull1:S,RAN,390 004,004,390 004,031,031 376,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+390-004-002-031-376+
3992.1,M-1825,Mohenjo-daro,SEAL:S,Bull1,S,157 031,031,157 031,390,390 705,705,<END>,yes,yes,m1825_ia_pakistan_absent_secondary_icon_only_no_signband,+157-031-002-390-705+
4001.1,M-1894,Mohenjo-daro,SEAL:S,Zebu,None,740 440 233,233,440 233,413,413 368 031,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-440-233-002-413-368-031+
4002.1,M-1909,Mohenjo-daro,SEAL:S,Rhin,None,368 005,005,368 005,590,590 455,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+368-005-002-590-455+
4006.1,M-1959,Mohenjo-daro,SEAL:R,None,None,740 100 000,000,100 000,820,820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-100-000-002-820+
4010.1,M-1973,Mohenjo-daro,SEAL:R,None,None,740 575 017 233 550,550,233 550,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-575-017-233-550-002-861+
4015.1,M-2012,Mohenjo-daro,TAB:B,Bull1,SAN,740 900 005,005,900 005,570,570,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-900-005-002-570+
4018.1,M-1995,Mohenjo-daro,SEAL,None,None,000 220 832,832,220 832,000,000 000,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,]000-220-832-002-000-000[
4030.1,M-2055,Mohenjo-daro,TAB:C,None,None,<START>,<START>,<START>,407,407 125 590 831,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+002-407-125-590-831+
4034.1,M-2087,Mohenjo-daro,ROD,None,None,820 000 032 740 904,904,740 904,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+820-000-032-740-904-002-861+
4045.1,M-2112,Mohenjo-daro,ROD,None,None,000 000 095 550 003,003,550 003,000,000,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+000-000-095-550-003-002-000+
4047.1,M-2128,Mohenjo-daro,IMPL,None,None,041 705,705,041 705,905,905,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+041-705-002-905+
4122.1,H-1449,Harappa,POT:T:g,-,None,<START>,<START>,<START>,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,]002-861+
4148.1,-,Rakhigarhi,SEAL:S,Bull1,-,740 690 435 255,255,435 255,267,267 000 033,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-690-435-255-002-267-000-033+
4154.1,-,Rakhigarhi,SEAL:S,Bull1,-,240 803,803,240 803,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,]240-803-002-861+
4155.1,-,Gonur Depe,SEAL:S,Elep,None,740 390 590 125 220 235,235,220 235,285,285,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-390-590-125-220-235-002-285+
4156.1,-,Dholavira,TAG,Bull1,?AN,520 000,000,520 000,820,820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+520-000-002-820+
4156.2,-,Dholavira,TAG,Bull1,?AN,000 000,000,000 000,820,820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+000-000-002-820+
4164.1,-,Dholavira,SEAL:R,None,None,423 003 001 423,423,001 423,031,031 104,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+423-003-001-423-002-031-104+
4168.1,-,Dholavira,SEAL:R,None,None,840 527,527,840 527,000,000,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+840-527-002-000+
4173.1,-,Salut,SEAL:S,Gaur,Trough,392 004,004,392 004,278,278 595,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+392-004-002-278-595+
4182.1,-,Dholavira,SEAL:S,Bull1,-,740 390 590 231,231,590 231,705,705 530 904,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-390-590-231-002-705-530-904+
4195.1,-,Dholavira,SEAL:S,Bull1:V,HAN,820 390 590,590,390 590,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+820-390-590-002-861+
4196.1,-,Dholavira,SEAL:S,Bull1:J,SAN,391,391,391,365,365 550,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+391-002-365-550+
4197.1,-,Dholavira,SEAL:R,None,None,001 000 000 832 904,904,832 904,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+001-000-000-832-904-002-817+
4200.1,-,Dholavira,TAB:I,None,None,575 031,031,575 031,226,226 231,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+575-031-002-226-231[
4203.1,-,Dholavira,SEAL:S,Bull1:I,RAF,463 513 390 017,017,390 017,463,463 575,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+463-513/390-017-002-463-575+
4209.1,-,Dholavira,SEAL:S,Gaur,Trough,740 384,384,740 384,629,629 279,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-384-002-629-279+
4211.1,-,Dholavira,SEAL,-,-,740 100 235,235,100 235,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-100-235-002-817+
4234.1,-,Dholavira,SEAL:S,Bull1,-,000 000,000,000 000,820,820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,]000-000-002-820+
4237.1,-,Dholavira,SEAL:S,Bull1:I,RB,151 032 388,388,032 388,390,390 705,705,<END>,yes,yes,dholavira_8758_cluster_unbound_image_conflict,+151-032-388-002-390-705+
4244.1,-,Dholavira,MISC,-,-,033 705 233 235,235,233 235,457,457,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+033-705-233-235-002-457+
4252.1,-,Dholavira,SEAL:S,Bull1:V,-,740 760 175,175,760 175,000,000,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-760-175-002-000[
4260.1,-,Dholavira,SEAL:R,None,None,390 016,016,390 016,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+390-016-002-861+
4270.1,-,Dholavira,SEAL:R,None,None,806,806,806,808,808,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,]806-002-808+
4272.1,-,Dholavira,SEAL:R,None,None,405 016,016,405 016,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+405-016-002-861+
4277.1,-,Dholavira,SEAL:R,None,None,740 067 900,900,067 900,003,003,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-067-900-002-003+
4298.1,-,Dholavira,TAG,-,-,220 000,000,220 000,000,000,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,]220-000-002-000[
4302.1,-,Dholavira,TAB:B,Scene,None,740 519,519,740 519,900,900 630,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-519-002-900-630+
4303.1,-,Dholavira,TAG,Bull1,-,706,706,706,850,850,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,]706-002-850+
4310.1,-,Dholavira,TAG,-,-,<START>,<START>,<START>,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,]002-817[
4314.1,-,Dholavira,TAG,Bull1,RAN,520 000,000,520 000,820,820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+520-000-002-820+
4314.2,-,Dholavira,TAG,Bull1,RAN,520 000,000,520 000,000,000,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+520-000-002-000+
4344.1,-,Dholavira,TAG,-,-,240,240,240,031,031 000,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,]240-002-031-000[
4345.1,-,Dholavira,TAG,Bull1,-,000 705,705,000 705,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+000-705-002-861+
4346.1,-,Dholavira,TAG,Bull1,-,000 032 840,840,032 840,000,000,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,]000-032-840-002-000+
4348.1,-,Dholavira,TAG,-,-,740 142 000,000,142 000,861,861 390,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,]740-142-000-002-861-390[
4580.1,H-1155,Harappa,TAB:B,Bull1:I,None,520 240,240,520 240,405,405 501,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+520-240-002-405-501+
4894.1,Ns-56,Nausharo,SEAL:S,Bull1:I,None,111,111,111,001,001 250,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+111-002-001-250+
5226.1,-,Unknown,SEAL:C,Bird,Othr,<START>,<START>,<START>,000,000 090 725 000,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+002/000-090-725-000+
5235.1,-,Lakhanjo-daro,SEAL:S,Bull1:S,SAN,740 032 029,029,032 029,281,281,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-032-029-002-281+
5260.1,L-6,Lothal,SEAL:S,Bull1,SAN,000 000 000,000,000 000,000,000,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+000-000-000-002-000+
5262.1,H-470,Harappa,SEAL:S,Bull1:W,RAN,<START>,<START>,<START>,000,000,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,]002-000[
5273.1,K-145,Kalibangan,SEAL:S,Bull1:J,SAF,740 585 231 220 032,032,220 032,820,820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-585-231-220-032-002-820+
5274.1,K-146,Kalibangan,SEAL:S,Bull1:J,-,460 350,350,460 350,296,296 000,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,]460-350-002-296-000[
5281.1,K-156,Kalibangan,TAG,Bull1,-,892 890 417,417,890 417,056,056 091,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+892-890-417-002-056-091+
5282.1,K-155,Kalibangan,TAG,Bull1,-,<START>,<START>,<START>,817,817 000,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,]002-817-000+
5283.1,K-157,Kalibangan,TAB:B,Gavi,None,740 000 000,000,000 000,820,820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-000-000-002-820+
5285.1,K-160,Kalibangan,POT:T:g,None,None,032 999,999,032 999,<END>,<END>,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+032-999-002+
5314.1,K-387,Kalibangan,POT:T:g,-,-,000 231,231,000 231,<END>,<END>,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,]000-231-002[
5320.1,K-400,Kalibangan,POT:T:g,-,-,849,849,849,<END>,<END>,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+849-002[
5331.1,K-416,Kalibangan,POT:T:g,-,-,000,000,000,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,]000-002-861[
5334.1,K-419,Kalibangan,POT:T:g,-,-,740 912,912,740 912,000,000,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,]740-912-002-000[
5343.1,K-429,Kalibangan,POT:T:g,-,-,<START>,<START>,<START>,031,031 820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,]002-031-820[
5344.1,K-431,Kalibangan,POT:T:g,-,-,000 000 406,406,000 406,820,820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,]000-000-406-002-820+
5356.1,Ns-54,Nausharo,SEAL:S,Bull1:J,RAF,740 222,222,740 222,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-222-002-817+
5357.1,Ns-55,Nausharo,SEAL:S,Bull1:J,RBN,526 554,554,526 554,880,880,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+526-554-002-880+
5358.1,Ns-57,Nausharo,SEAL:S,Bull1:I,HBF,861 111 606,606,111 606,820,820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+861-111-606-002-820+
5361.1,Ns-60,Nausharo,SEAL:R,None,None,407 063 740 176 236 798,798,236 798,297,297 350 125 413,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+407-063-740-176-236-798-002-297-350-125-413+
5367.1,Ns-66,Nausharo,POT:T:g,None,None,033 999 400 090 740 100 000,000,100 000,892,892 000 002,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+033-999-400-090-740-100-000-002-892-000-002+
5367.1,Ns-66,Nausharo,POT:T:g,None,None,033 999 400 090 740 100 000 002 892 000,000,892 000,<END>,<END>,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+033-999-400-090-740-100-000-002-892-000-002+
5368.1,Ns-67,Nausharo,POT:T:g,-,-,000 151 390 000,000,390 000,000,000 000,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+000-151-390-000-002-000-000[
5379.1,Ns-79,Nausharo,POT:T:g,-,-,032 480,480,032 480,<END>,<END>,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,]032-480-002[
5420.1,-,Kanmer,TAG,None,None,000 049,049,000 049,820,820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,]000-049-002-820+
5464.1,-,Unknown,SEAL:S,Elep,None,000 840 140,140,840 140,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+000-840-140-002-817+
5468.1,-,Rakhigarhi,SEAL:CY,Gavi,None,361,361,361,000,000 317 688,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+361-002-000-317-688+
5541.1,-,Shikarpur,POT:T:p,-,-,<START>,<START>,<START>,861,861 000,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+002-861-000[
5550.1,-,Shikarpur,POT:T:p,-,-,<START>,<START>,<START>,920,920,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,]002-920+
5572.1,-,Unknown,SEAL:S,Bull:i:J,RBF,136,136,136,298,298 741,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+136-002-298-741+
5575.1,-,Unknown,SEAL:S,Bull:i:J,HBF,136,136,136,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+136-002-861+
5576.1,-,Unknown,SEAL:S,Tigr,Trough,368 415 104,104,415 104,824,824,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+368-415-104-002-824+
5579.1,-,Dholavira,SEAL:R,None,None,231 226,226,231 226,031,031 575,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,]231-226-002-031-575+
