id,object,site,type,symbol,cult,full_left,left_last1,left_last2,after_002_head,after_002_tail,branch_after_390,tail_after_branch,terminal_after_branch,is_002390,source_status,text
1933.1,K-75,Kalibangan,TAG,Bull1,-,892 890 417,417,890 417,056,056 091,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+892-890-417-002-056-091+
1935.1,K-78,Kalibangan,TAB:B,Gavi,None,740 817 390,390,817 390,820,820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-817-390-002-820+
1938.1,K-82,Kalibangan,TAG:L,Bull1,-,390 003,003,390 003,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+390-003-002-861+
1940.1,K-85,Kalibangan,TAG:L,Elep,None,520 033,033,520 033,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+520-033-002-861+
1942.2,K-87,Kalibangan,TAG:L,Mult,-,740 000 000,000,000 000,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-000-000-002-861[
1943.1,K-88,Kalibangan,TAG:L,Bull1,?,740 000 460,460,000 460,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-000-460-002-861+
1944.1,K-89,Kalibangan,TAG:L,Bull1,SAN,090 740 362,362,740 362,360,360 832,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+090-740-362-002-360-832+
1944.2,K-89,Kalibangan,TAG:L,Bull1,SAN,000 033 705 000,000,705 000,000,000,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+000-033-705-000-002-000+
1944.3,K-89,Kalibangan,TAG:L,Bull1,SAN,001 350,350,001 350,595,595 390 000,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+001-350-002-595-390-000+
1979.1,Kd-15,Kot-Diji,POT:T:g,None,None,<START>,<START>,<START>,700,700,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,]002-700+
1981.1,Lh-1,Lohumjo-daro,SEAL:S,Bull1:S,SAN,740 760 615 104 717 235,235,717 235,392,392 590 125,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-760-615-104-717-235-002-392-590-125+
1984.1,L-1,Lothal,SEAL:S,Bull1:W,SAF,527 550 233,233,550 233,812,812 095,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+527-550-233-002-812-095+
1986.1,L-4,Lothal,SEAL:S,Bull1,SAN,090 740 100 233,233,100 233,575,575 031,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+090-740-100-233-002-575-031+
1987.1,L-5,Lothal,SEAL:S,Bull1:J,RAF,740 760 552 000,000,552 000,455,455 692 416,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-760-552/000-002-455-692-416+
1989.1,L-10,Lothal,SEAL:S,Bull1:L,SAN,520 033 705 233 240 460 491,491,460 491,000,000,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+520-033-705-233-240-460-491-002-000+
1990.1,L-11,Lothal,SEAL:S,Bull1:L,SAN,590 705 435 255 778,778,255 778,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+590-705-435-255-778-002-817+
1991.1,L-12,Lothal,SEAL:S,Bull1:L,SAN,000 798 000 354,354,000 354,130,130 035,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+000-798-000-354-002-130-035[
1993.1,L-15,Lothal,SEAL:S,None,None,000 000 000 000 032 832 032,032,832 032,415,415,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+000-000-000-000/032-832-032-002-415+
1996.1,L-18,Lothal,SEAL:S,Bull1:S,SAN,415 031,031,415 031,820,820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+415-031-002-820+
2002.1,L-25,Lothal,SEAL:S,Bull1,-,740 016,016,740 016,000,000,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-016-002-000[
2012.1,L-39,Lothal,SEAL:S,Bull1,SAN,520 315,315,520 315,861,861 626,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+520-315-002-861-626+
2013.1,L-41,Lothal,SEAL:S,Bull,-,090 740 233,233,740 233,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+090-740-233-002-817+
2017.1,L-46,Lothal,SEAL:S,Gaur,Trough,527 388 233 740 176,176,740 176,861,861 392,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+527-388-233-740-176-002-861-392+
2018.1,L-47,Lothal,SEAL:S,Bull1,-,409 190,190,409 190,798,798 055,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+409-190-002-798-055+
2024.1,L-57,Lothal,SEAL:S,-,-,832,832,832,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+832-002-861+
2028.1,L-62,Lothal,SEAL,None,None,003,003,003,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,]003-002-861[
2031.1,L-65,Lothal,SEAL:S,Bull1:W,SAF,240,240,240,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,]240-002-861+
2036.1,L-82,Lothal,SEAL:R,None,None,806 231,231,806 231,221,221,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+806-231-002-221+
2037.1,L-83,Lothal,SEAL:L,None,None,740 806 240,240,806 240,820,820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-806-240-002-820+
2038.1,L-84,Lothal,SEAL:R,-,-,048,048,048,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+048-002-817+
2041.1,L-87,Lothal,SEAL:R,None,None,740 032 840 233 220 032 060 825,825,060 825,<END>,<END>,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-032-840-233-220-032-060-825-002+
2043.1,L-89,Lothal,SEAL:R,None,None,527 555 235,235,555 235,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+527-555-235-002-861+
2045.1,L-91,Lothal,SEAL:R,-,-,416,416,416,824,824,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+416-002-824+
2046.1,L-92,Lothal,SEAL:R,None,None,520 070 255 832,832,255 832,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+520-070-255-832-002-817+
2049.1,L-95,Lothal,SEAL:R,None,None,740 000 175,175,000 175,880,880,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-000-175-002-880+
2061.1,L-112,Lothal,SEAL:R,None,None,740 760 605,605,760 605,540,540 590,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-760-605-002-540-590+
2073.1,L-130,Lothal,TAG,Bull1,-,236,236,236,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+236-002-861+
2074.1,L-131,Lothal,TAG,-,-,236,236,236,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+236-002-861+
2076.1,L-133,Lothal,TAG,Bull1,-,<START>,<START>,<START>,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,]002-861+
2077.1,L-134,Lothal,TAG,-,-,520 233 220 240,240,220 240,617,617,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+520-233-220-240-002-617+
2078.1,L-136,Lothal,TAG,Bull1,SAN,<START>,<START>,<START>,617,617,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,]002-617+
2079.1,L-137,Lothal,TAG,Bull1,-,000 000,000,000 000,820,820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,]000-000-002-820+
2080.1,L-138,Lothal,TAG:L,-,-,520 070,070,520 070,000,000,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+520-070-002-000[
2081.1,L-139,Lothal,TAG,-,-,390 590 032,032,590 032,880,880,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,]390-590-032-002-880[
2087.1,L-145,Lothal,TAG,Bull1,-,390 415,415,390 415,550,550,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+390-415-002-550+
2093.1,L-161,Lothal,TAG:B,Elep,None,740 048,048,740 048,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-048-002-817+
2094.1,L-162,Lothal,TAG:B,Elep,None,740 048,048,740 048,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-048-002-817+
2095.1,L-163,Lothal,TAG:B,Elep,None,740 048,048,740 048,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-048-002-817+
2096.1,L-164,Lothal,TAG:B,Elep,None,740 048,048,740 048,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-048-002-817+
2097.1,L-165,Lothal,TAG:B,Elep,None,740 048,048,740 048,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-048-002-817+
2098.1,L-166,Lothal,TAG:B,Elep,None,740 048,048,740 048,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-048-002-817+
2099.1,L-167,Lothal,TAG:B,Elep,None,740 048,048,740 048,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-048-002-817+
2100.1,L-168,Lothal,TAG:B,Elep,None,740 048,048,740 048,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-048-002-817+
2101.1,L-169,Lothal,TAG:B,Elep,None,740 048,048,740 048,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-048-002-817+
2102.1,L-170,Lothal,TAG:B,Elep,None,740 048,048,740 048,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-048-002-817+
2107.1,L-183,Lothal,TAG,-,-,717 705,705,717 705,<END>,<END>,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,]717-705-002[
2112.2,L-190,Lothal,TAG,-,-,000 000 000,000,000 000,920,920 317,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+000-000-000-002-920-317[
2113.2,L-191,Lothal,TAG,-,-,235,235,235,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,]235-002-861+
2116.1,L-196,Lothal,TAG,-,-,390 590 032,032,590 032,000,000,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,]390-590-032-002-000[
2116.2,L-196,Lothal,TAG,-,-,<START>,<START>,<START>,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,]002-861+
2118.2,L-198,Lothal,TAG,-,-,740 390 590 032,032,590 032,000,000,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-390-590-032-002-000[
2119.1,L-199,Lothal,TAG,-,-,000 220 240,240,220 240,000,000,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,]000-220-240-002-000[
2122.2,L-202,Lothal,TAG,-,-,236,236,236,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,]236-002-861+
2124.2,L-205,Lothal,TAG,None,None,740 798 803,803,798 803,000,000,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-798-803-002-000[
2126.1,L-207,Lothal,TAG,Bull1,-,740 482,482,740 482,820,820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-482-002-820+
2127.1,L-208,Lothal,TAG,-,-,000,000,000,000,000,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,]000-002-000[
2127.2,L-208,Lothal,TAG,-,-,234 220,220,234 220,820,820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,]234-220-002-820[
2129.2,L-211,Lothal,TAG,Bull,-,740 388 233 220,220,233 220,000,000,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-388-233-220-002-000[
2131.1,L-213,Lothal,TAG,-,-,220,220,220,368,368 840 900,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,]220-002-368-840-900+
2142.1,L-226,Lothal,POT:T:g,-,-,000 495,495,000 495,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,]000-495-002-861+
2165.2,M-2060,Mohenjo-daro,POT:T:g,None,None,740 176,176,740 176,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-176-002-861+
2168.1,M-1642,Mohenjo-daro,BNGL,None,None,<START>,<START>,<START>,<END>,<END>,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+002+
2170.1,-,Mohenjo-daro,BNGL,None,None,064,064,064,<END>,<END>,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+064-002+
2171.1,-,Mohenjo-daro,BNGL,None,None,920 130 511 000,000,511 000,<END>,<END>,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+920-130-511-000-002+
2178.1,M-1696,Mohenjo-daro,SEAL:S,Bull1:II,SAN,520 033 705 220 415,415,220 415,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+520-033-705-220-415-002-861+
2179.1,M-1880,Mohenjo-daro,SEAL:S,Gaur,Trough,151 176,176,151 176,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+151-176-002-861+
2188.1,M-1850,Mohenjo-daro,SEAL:S,Bull1:S,None,506,506,506,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+506-002-817+
2193.1,M-1766,Mohenjo-daro,SEAL:S,Bull1:W,SAF,740 032 845 240,240,845 240,269,269 892 810 033,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-032-845-240-002-269-892-810-033+
2198.1,M-1895,Mohenjo-daro,SEAL:S,Zebu,-,740 923 000,000,923 000,285,285,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-923-000-002-285+
2202.1,M-2005,Mohenjo-daro,POT:T:g,None,None,808 033,033,808 033,000,000 031,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+808-033-002-000-031+
2204.1,M-1976,Mohenjo-daro,SEAL:R,None,None,617 142,142,617 142,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+617-142-002-817+
2208.1,M-2090,Mohenjo-daro,ROD,Bult,None,<START>,<START>,<START>,861,861 096,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+002-861-096[
2213.1,M-235,Mohenjo-daro,SEAL:S,Gaur,Trough,368 001 550 740 543 350,350,543 350,820,820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+368-001-550/740-543-350-002-820+
2220.1,M-1675,Mohenjo-daro,SEAL:S,Bull1:W,RBF,621 390 844,844,390 844,820,820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+621-390-844-002-820+
2224.1,M-1676,Mohenjo-daro,SEAL:S,Bull1:S,-,740 760 070 255 832 240,240,832 240,595,595 504 803,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-760-070-255-832-240-002-595-504-803+
2226.1,M-1692,Mohenjo-daro,SEAL:S,Bull1:L,SAN,390 600 617,617,600 617,190,190 125 632 032,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+390-600-617-002-190-125-632-032+
2228.1,M-1697,Mohenjo-daro,SEAL:S,Bull1:W,SAF,390 003,003,390 003,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+390-003-002-861+
2229.1,M-1737,Mohenjo-daro,SEAL:S,Bull1:W,SAN,740 760 072 921 032,032,921 032,820,820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-760-072-921-032-002-820+
2231.1,M-1688,Mohenjo-daro,SEAL:S,Bull1:S,SAN,125 435 255,255,435 255,286,286 220 031 012 031 455 033 590,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+125-435-255-002-286-220-031-012-031-455-033-590+
2232.1,M-1916,Mohenjo-daro,SEAL:S,Tigr,Trough,740 604 142,142,604 142,518,518,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-604-142-002-518+
2236.1,M-1677,Mohenjo-daro,SEAL:S,Bull1:W,-,520 382 032,032,382 032,820,820 001 440 012,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+520-382-032-002-820-001-440-012+
2239.1,M-1778,Mohenjo-daro,SEAL:S,Bull1:I,SAN,000 235,235,000 235,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,]000-235-002-861+
2240.1,M-1674,Mohenjo-daro,SEAL:S,Bull1:J,RAF,090 740 222 231,231,222 231,861,861 683,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+090-740-222-231-002-861-683+
2243.1,M-940,Mohenjo-daro,SEAL:S,Bull1:J,SAN,527 555,555,527 555,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+527-555-002-817+
2251.1,M-1704,Mohenjo-daro,SEAL:S,Bull1:W,SAN,740 760 605,605,760 605,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-760-605-002-861+
2255.1,M-1765,Mohenjo-daro,SEAL:S,Bull1:W,SAF,215 031 480 140 632 705,705,632 705,093,093 033,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+215-031-480-140-632-705-002-093-033+
2256.1,M-1753,Mohenjo-daro,SEAL:S,Bull1:L,SAN,740 760 519 240,240,519 240,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-760-519-240-002-861+
2257.1,M-656,Mohenjo-daro,SEAL:S,Bull1,SA?,000 920 705 803,803,705 803,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,]000-920-705-803-002-861+
2258.1,-,Mohenjo-daro,SEAL:L,None,None,000 000 000,000,000 000,000,000,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+000-000-000-002-000+
2261.1,M-1721,Mohenjo-daro,SEAL:S,Bull1:W,SAN,740 042,042,740 042,820,820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-042-002-820+
2263.1,M-963,Mohenjo-daro,SEAL:S,Bull1:S,SAN,740 176,176,740 176,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-176-002-817+
2268.1,M-1709,Mohenjo-daro,SEAL:S,Bull1:S,RAF,621 520 220,220,520 220,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+621-520-220-002-817+
2270.1,M-1668,Mohenjo-daro,SEAL:S,Bull1:S,SAN,740 773 233 803,803,233 803,320,320 705 125,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-773-233-803-002-320-705-125+
2274.1,M-1860,Mohenjo-daro,SEAL:S,Bull1,S,231,231,231,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,]231-002-861+
2276.1,M-1726,Mohenjo-daro,SEAL:S,Bull1:W,SAN,740 615 495 240,240,495 240,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-615-495-240-002-861+
2277.1,M-1990,Mohenjo-daro,SEAL,None,None,740 760 440 240 220,220,240 220,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-760-440-240-220-002-861+
2278.1,M-1974,Mohenjo-daro,SEAL:R,None,None,064 031 400 521,521,400 521,820,820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+064-031-400-521-002-820+
2283.1,M-1746,Mohenjo-daro,SEAL:S,Bull1:S,SAN,090 740 100 415 240,240,415 240,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+090-740-100-415-240-002-817+
2290.1,M-1791,Mohenjo-daro,SEAL:S,Bull1:J,RAF,740 760 268,268,760 268,840,840 032,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-760-268-002-840-032+
2292.1,M-1706,Mohenjo-daro,SEAL:S,Bull1:I,SAN,740 803 220 032 220,220,032 220,820,820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-803-220-032-220-002-820+
2296.1,M-1711,Mohenjo-daro,SEAL:S,Bull1:W,RAF,740 760 049,049,760 049,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-760-049-002-817+
2297.1,M-1772,Mohenjo-daro,SEAL:S,Bull1:I,SAF,740 400 142 061,061,142 061,798,798 435 255 705,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-400-142-061-002-798-435-255-705+
2299.1,M-1708,Mohenjo-daro,SEAL:S,Bull1:I,RAN,740 585 017,017,585 017,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-585-017-002-817+
2301.1,-,Mohenjo-daro,ROD,None,None,000 000 122 003,003,122 003,000,000,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+000-000-122-003-002-000+
2310.1,M-1810,Mohenjo-daro,SEAL:S,Bull1:J,SAN,740 100 140 003,003,140 003,156,156 920,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-100-140-003-002-156-920+
2311.1,M-1832,Mohenjo-daro,SEAL:S,Bull1,?,527 554 031,031,554 031,000,000,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+527-554-031-002-000+
2313.1,M-1763,Mohenjo-daro,SEAL:S,Bull1:W,SAN,416 001 565 740 220 032,032,220 032,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+416-001-565-740-220-032-002-861+
2315.1,M-1783,Mohenjo-daro,SEAL:S,Bull1,?,520 442 425 003,003,425 003,000,000 215,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+520-442/425-003-002-000-215+
2318.1,M-2089,Mohenjo-daro,ROD,None,None,<START>,<START>,<START>,861,861 096,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+002-861-096+
2323.1,M-1755,Mohenjo-daro,SEAL:S,Bull1:L,SAN,740 176,176,740 176,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-176-002-861+
2326.1,M-1967,Mohenjo-daro,SEAL:R,None,None,520 033 705,705,033 705,585,585,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+520-033-705-002-585[
2338.1,M-1955,Mohenjo-daro,SEAL:R,None,None,390 920 322 803,803,322 803,820,820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+390-920-322-803-002-820+
2341.1,M-1914,Mohenjo-daro,SEAL:S,Elep,None,000 832,832,000 832,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,]000-832-002-817+
2342.1,M-1661,Mohenjo-daro,SEAL:S,Bull1:W,SAN,520 070 219,219,070 219,861,861 032 520 919 140,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+520-070-219-002-861-032-520-919-140+
2350.1,M-1899,Mohenjo-daro,SEAL:S,Zebu,None,924 132,132,924 132,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+924-132-002-861+
2357.3,M-1928,Mohenjo-daro,SEAL:S,Buff,Trough,000 233 220,220,233 220,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+000-233-220-002-861+
2359.1,M-1693,Mohenjo-daro,SEAL:S,Bull1,SAN,527 555 033 706 235,235,706 235,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+527-555-033-706-235-002-817+
2366.1,M-1789,Mohenjo-daro,SEAL:S,Bull1:I,RAF,740 455,455,740 455,368,368 260,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-455-002-368-260+
2374.1,M-1733,Mohenjo-daro,SEAL:S,Bull1:S,SAN,000,000,000,735,735,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,]000-002-735+
2375.1,M-1759,Mohenjo-daro,SEAL:S,Bull1:S,SAN,740 032 840,840,032 840,768,768,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-032-840-002-768+
