bigram,exact_cells,best_next,best_hit,best_share,sites,types
740-870,1,<END>,1,1,1,1
740-890,1,692,1,1,1,1
740-898,1,617,1,1,1,1
740-903,1,850,1,1,1,1
740-914,1,<END>,1,1,1,1
740-918,1,<END>,1,1,1,1
740-924,1,<END>,1,1,1,1
740-926,1,<END>,1,1,1,1
740-952,1,740,1,1,1,1
741-032,1,031,1,1,1,1
741-033,1,272,1,1,1,1
741-065,1,123,1,1,1,1
741-072,1,<END>,1,1,1,1
741-082,1,350,1,1,1,1
741-092,1,850,1,1,1,1
741-140,1,<END>,1,1,1,1
741-176,1,<END>,1,1,1,1
741-208,1,<END>,1,1,1,1
741-257,1,840,1,1,1,1
741-262,1,<END>,1,1,1,1
741-263,1,<END>,1,1,1,1
741-315,1,850,1,1,1,1
741-330,1,368,1,1,1,1
741-347,1,<END>,1,1,1,1
741-360,1,<END>,1,1,1,1
741-374,1,132,1,1,1,1
741-406,1,125,1,1,1,1
741-412,1,<END>,1,1,1,1
741-440,1,<END>,1,1,1,1
741-442,1,279,1,1,1,1
741-455,1,920,1,1,1,1
741-456,1,<END>,1,1,1,1
741-527,1,<END>,1,1,1,1
741-575,1,<END>,1,1,1,1
741-615,1,440,1,1,1,1
741-630,1,<END>,1,1,1,1
741-634,1,<END>,1,1,1,1
741-647,1,892,1,1,1,1
741-700,1,<END>,1,1,1,1
741-702,1,900,1,1,1,1
741-703,1,900,1,1,1,1
741-705,1,319,1,1,1,1
741-717,1,235,1,1,1,1
741-740,1,590,1,1,1,1
741-759,1,<END>,1,1,1,1
741-798,1,892,1,1,1,1
741-821,1,<END>,1,1,1,1
741-840,1,346,1,1,1,1
741-849,1,<END>,1,1,1,1
741-850,1,<END>,1,1,1,1
741-859,1,<END>,1,1,1,1
741-892,1,<END>,1,1,1,1
741-900,1,322,1,1,1,1
741-903,1,903,1,1,1,1
741-906,1,<END>,1,1,1,1
741-910,1,<END>,1,1,1,1
741-958,1,220,1,1,1,1
742-041,1,<END>,1,1,1,1
742-146,1,<END>,1,1,1,1
742-175,1,<END>,1,1,1,1
742-315,1,032,1,1,1,1
742-380,1,<END>,1,1,1,1
742-406,1,740,1,1,1,1
742-440,1,556,1,1,1,1
742-460,1,353,1,1,1,1
742-530,1,786,1,1,1,1
742-534,1,550,1,1,1,1
742-617,1,<END>,1,1,1,1
742-700,1,<END>,1,1,1,1
742-705,1,575,1,1,1,1
742-706,1,032,1,1,1,1
742-920,1,320,1,1,1,1
743-140,1,<END>,1,1,1,1
744-033,1,272,1,1,1,1
745-031,1,370,1,1,1,1
745-055,1,<END>,1,1,1,1
745-440,1,617,1,1,1,1
745-450,1,575,1,1,1,1
745-561,1,586,1,1,1,1
745-740,1,590,1,1,1,1
745-905,1,<END>,1,1,1,1
745-924,1,692,1,1,1,1
746-140,1,<END>,1,1,1,1
746-740,1,590,1,1,1,1
747-004,1,408,1,1,1,1
748-530,1,323,1,1,1,1
749-479,1,<END>,1,1,1,1
750-090,1,<END>,1,1,1,1
752-006,1,503,1,1,1,1
752-017,1,503,1,1,1,1
752-033,1,705,1,1,1,1
752-055,1,233,1,1,1,1
752-070,1,255,1,1,1,1
752-175,1,002,1,1,1,1
752-231,1,235,1,1,1,1
752-440,1,220,1,1,1,1
752-455,1,<END>,1,1,1,1
752-460,1,510,1,1,1,1
752-463,1,495,1,1,1,1
760-002,1,817,1,1,1,1
760-019,1,002,1,1,1,1
760-026,1,060,1,1,1,1
760-031,1,002,1,1,1,1
760-036,1,220,1,1,1,1
760-049,1,002,1,1,1,1
760-061,1,060,1,1,1,1
760-072,1,921,1,1,1,1
760-093,1,002,1,1,1,1
760-234,1,741,1,1,1,1
760-260,1,220,1,1,1,1
760-264,1,231,1,1,1,1
760-315,1,<END>,1,1,1,1
760-435,1,690,1,1,1,1
760-445,1,<END>,1,1,1,1
760-519,1,240,1,1,1,1
760-717,1,853,1,1,1,1
760-740,1,220,1,1,1,1
760-742,1,<END>,1,1,1,1
760-744,1,<END>,1,1,1,1
760-797,1,<END>,1,1,1,1
760-820,1,368,1,1,1,1
760-921,1,235,1,1,1,1
761-032,1,060,1,1,1,1
762-463,1,140,1,1,1,1
765-240,1,001,1,1,1,1
767-220,1,416,1,1,1,1
772-033,1,705,1,1,1,1
772-235,1,<END>,1,1,1,1
773-060,1,820,1,1,1,1
773-156,1,002,1,1,1,1
773-220,1,032,1,1,1,1
773-231,1,806,1,1,1,1
773-233,1,803,1,1,1,1
775-516,1,<END>,1,1,1,1
776-220,1,016,1,1,1,1
776-440,1,003,1,1,1,1
776-503,1,002,1,1,1,1
776-625,1,<END>,1,1,1,1
778-002,1,817,1,1,1,1
783-004,1,<END>,1,1,1,1
785-004,1,<END>,1,1,1,1
785-220,1,335,1,1,1,1
786-255,1,<END>,1,1,1,1
786-850,1,<END>,1,1,1,1
790-002,1,861,1,1,1,1
790-005,1,956,1,1,1,1
790-031,1,790,1,1,1,1
790-220,1,415,1,1,1,1
790-290,1,741,1,1,1,1
790-440,1,<END>,1,1,1,1
790-495,1,<END>,1,1,1,1
790-743,1,140,1,1,1,1
790-791,1,<END>,1,1,1,1
790-900,1,<END>,1,1,1,1
791-440,1,717,1,1,1,1
791-575,1,413,1,1,1,1
791-713,1,<END>,1,1,1,1
792-002,1,817,1,1,1,1
792-102,1,<END>,1,1,1,1
792-740,1,220,1,1,1,1
792-741,1,345,1,1,1,1
793-003,1,233,1,1,1,1
794-324,1,<END>,1,1,1,1
794-734,1,032,1,1,1,1
795-400,1,740,1,1,1,1
797-688,1,<END>,1,1,1,1
798-055,1,<END>,1,1,1,1
798-243,1,<END>,1,1,1,1
798-255,1,<END>,1,1,1,1
798-405,1,590,1,1,1,1
798-435,1,255,1,1,1,1
798-550,1,820,1,1,1,1
798-700,1,<END>,1,1,1,1
798-745,1,924,1,1,1,1
798-820,1,<END>,1,1,1,1
798-821,1,031,1,1,1,1
798-892,1,<END>,1,1,1,1
803-001,1,368,1,1,1,1
803-031,1,<END>,1,1,1,1
803-033,1,705,1,1,1,1
803-055,1,002,1,1,1,1
803-231,1,060,1,1,1,1
803-235,1,<END>,1,1,1,1
803-415,1,<END>,1,1,1,1
803-564,1,741,1,1,1,1
803-595,1,<END>,1,1,1,1
803-626,1,061,1,1,1,1
803-717,1,002,1,1,1,1
803-740,1,<END>,1,1,1,1
803-745,1,450,1,1,1,1
803-853,1,<END>,1,1,1,1
803-892,1,031,1,1,1,1
804-220,1,060,1,1,1,1
804-231,1,002,1,1,1,1
804-235,1,002,1,1,1,1
804-740,1,219,1,1,1,1
805-002,1,861,1,1,1,1
805-480,1,<END>,1,1,1,1
806-033,1,705,1,1,1,1
806-231,1,002,1,1,1,1
806-235,1,220,1,1,1,1
806-240,1,002,1,1,1,1
806-465,1,<END>,1,1,1,1
806-469,1,001,1,1,1,1
806-471,1,407,1,1,1,1
806-473,1,<END>,1,1,1,1
806-474,1,013,1,1,1,1
806-475,1,<END>,1,1,1,1
806-805,1,<END>,1,1,1,1
807-033,1,706,1,1,1,1
807-740,1,219,1,1,1,1
808-347,1,061,1,1,1,1
809-033,1,740,1,1,1,1
810-033,1,<END>,1,1,1,1
811-832,1,060,1,1,1,1
812-031,1,<END>,1,1,1,1
812-095,1,<END>,1,1,1,1
812-125,1,717,1,1,1,1
812-500,1,060,1,1,1,1
812-820,1,140,1,1,1,1
812-906,1,388,1,1,1,1
813-033,1,060,1,1,1,1
813-541,1,<END>,1,1,1,1
814-084,1,<END>,1,1,1,1
814-560,1,<END>,1,1,1,1
817-090,1,370,1,1,1,1
817-130,1,<END>,1,1,1,1
817-175,1,<END>,1,1,1,1
817-220,1,632,1,1,1,1
817-276,1,<END>,1,1,1,1
817-310,1,350,1,1,1,1
817-495,1,<END>,1,1,1,1
817-521,1,521,1,1,1,1
817-556,1,<END>,1,1,1,1
817-690,1,544,1,1,1,1
817-740,1,194,1,1,1,1
817-808,1,<END>,1,1,1,1
817-900,1,241,1,1,1,1
817-920,1,002,1,1,1,1
820-001,1,440,1,1,1,1
820-002,1,820,1,1,1,1
820-003,1,645,1,1,1,1
820-060,1,<END>,1,1,1,1
820-064,1,104,1,1,1,1
820-090,1,740,1,1,1,1
820-104,1,013,1,1,1,1
820-130,1,035,1,1,1,1
820-297,1,861,1,1,1,1
820-302,1,596,1,1,1,1
820-368,1,263,1,1,1,1
820-388,1,611,1,1,1,1
820-463,1,060,1,1,1,1
820-500,1,706,1,1,1,1
820-551,1,<END>,1,1,1,1
820-571,1,<END>,1,1,1,1
820-590,1,<END>,1,1,1,1
820-700,1,<END>,1,1,1,1
820-706,1,<END>,1,1,1,1
820-812,1,820,1,1,1,1
820-877,1,<END>,1,1,1,1
820-880,1,065,1,1,1,1
820-920,1,140,1,1,1,1
821-031,1,645,1,1,1,1
821-055,1,031,1,1,1,1
821-741,1,060,1,1,1,1
822-140,1,015,1,1,1,1
824-700,1,<END>,1,1,1,1
824-852,1,<END>,1,1,1,1
825-646,1,604,1,1,1,1
825-776,1,220,1,1,1,1
830-002,1,861,1,1,1,1
831-013,1,302,1,1,1,1
831-031,1,071,1,1,1,1
831-091,1,<END>,1,1,1,1
831-413,1,840,1,1,1,1
831-518,1,<END>,1,1,1,1
832-001,1,740,1,1,1,1
832-003,1,<END>,1,1,1,1
832-006,1,740,1,1,1,1
832-060,1,692,1,1,1,1
832-136,1,<END>,1,1,1,1
832-140,1,013,1,1,1,1
832-220,1,003,1,1,1,1
832-236,1,741,1,1,1,1
832-240,1,002,1,1,1,1
832-740,1,176,1,1,1,1
833-528,1,<END>,1,1,1,1
836-741,1,<END>,1,1,1,1
838-001,1,220,1,1,1,1
838-002,1,820,1,1,1,1
838-240,1,<END>,1,1,1,1
838-470,1,<END>,1,1,1,1
840-016,1,<END>,1,1,1,1
840-033,1,705,1,1,1,1
840-091,1,<END>,1,1,1,1
840-221,1,150,1,1,1,1
840-267,1,150,1,1,1,1
840-346,1,<END>,1,1,1,1
840-585,1,017,1,1,1,1
840-705,1,<END>,1,1,1,1
840-790,1,<END>,1,1,1,1
840-803,1,<END>,1,1,1,1
840-820,1,<END>,1,1,1,1
840-830,1,002,1,1,1,1
842-032,1,031,1,1,1,1
842-374,1,125,1,1,1,1
842-535,1,099,1,1,1,1
842-871,1,192,1,1,1,1
844-002,1,820,1,1,1,1
844-032,1,840,1,1,1,1
844-060,1,575,1,1,1,1
844-140,1,176,1,1,1,1
844-240,1,806,1,1,1,1
844-741,1,031,1,1,1,1
845-220,1,415,1,1,1,1
845-233,1,806,1,1,1,1
845-236,1,002,1,1,1,1
845-630,1,<END>,1,1,1,1
845-686,1,740,1,1,1,1
845-740,1,233,1,1,1,1
849-435,1,<END>,1,1,1,1
850-002,1,<END>,1,1,1,1
850-033,1,706,1,1,1,1
850-491,1,<END>,1,1,1,1
850-493,1,<END>,1,1,1,1
850-700,1,453,1,1,1,1
850-820,1,388,1,1,1,1
850-825,1,646,1,1,1,1
851-740,1,705,1,1,1,1
853-016,1,<END>,1,1,1,1
854-032,1,<END>,1,1,1,1
855-297,1,892,1,1,1,1
857-003,1,388,1,1,1,1
858-740,1,100,1,1,1,1
861-036,1,460,1,1,1,1
861-096,1,<END>,1,1,1,1
861-140,1,<END>,1,1,1,1
861-244,1,165,1,1,1,1
861-260,1,832,1,1,1,1
861-292,1,590,1,1,1,1
861-360,1,520,1,1,1,1
861-362,1,<END>,1,1,1,1
861-383,1,031,1,1,1,1
861-392,1,<END>,1,1,1,1
861-416,1,<END>,1,1,1,1
861-440,1,220,1,1,1,1
861-455,1,922,1,1,1,1
861-495,1,368,1,1,1,1
861-501,1,031,1,1,1,1
861-503,1,<END>,1,1,1,1
861-575,1,<END>,1,1,1,1
861-576,1,545,1,1,1,1
861-590,1,032,1,1,1,1
861-626,1,<END>,1,1,1,1
861-683,1,<END>,1,1,1,1
861-698,1,<END>,1,1,1,1
861-791,1,440,1,1,1,1
861-803,1,<END>,1,1,1,1
861-820,1,551,1,1,1,1
861-831,1,165,1,1,1,1
861-832,1,<END>,1,1,1,1
861-901,1,<END>,1,1,1,1
861-903,1,<END>,1,1,1,1
861-920,1,520,1,1,1,1
862-032,1,<END>,1,1,1,1
865-031,1,<END>,1,1,1,1
865-032,1,226,1,1,1,1
865-685,1,226,1,1,1,1
866-151,1,033,1,1,1,1
868-705,1,590,1,1,1,1
868-706,1,590,1,1,1,1
869-002,1,861,1,1,1,1
869-575,1,<END>,1,1,1,1
871-192,1,368,1,1,1,1
871-740,1,643,1,1,1,1
871-947,1,400,1,1,1,1
872-032,1,692,1,1,1,1
874-543,1,350,1,1,1,1
875-700,1,384,1,1,1,1
876-032,1,578,1,1,1,1
877-225,1,<END>,1,1,1,1
877-741,1,705,1,1,1,1
879-233,1,<END>,1,1,1,1
879-261,1,<END>,1,1,1,1
880-065,1,244,1,1,1,1
880-689,1,<END>,1,1,1,1
890-001,1,032,1,1,1,1
890-104,1,<END>,1,1,1,1
890-692,1,<END>,1,1,1,1
892-031,1,002,1,1,1,1
892-032,1,<END>,1,1,1,1
892-033,1,<END>,1,1,1,1
892-070,1,590,1,1,1,1
892-081,1,518,1,1,1,1
892-193,1,<END>,1,1,1,1
892-220,1,920,1,1,1,1
892-371,1,<END>,1,1,1,1
892-374,1,740,1,1,1,1
892-390,1,406,1,1,1,1
892-632,1,032,1,1,1,1
892-706,1,717,1,1,1,1
892-740,1,<END>,1,1,1,1
892-810,1,033,1,1,1,1
892-824,1,<END>,1,1,1,1
892-829,1,<END>,1,1,1,1
892-865,1,031,1,1,1,1
893-001,1,615,1,1,1,1
893-861,1,<END>,1,1,1,1
894-140,1,545,1,1,1,1
895-785,1,220,1,1,1,1
898-017,1,645,1,1,1,1
898-617,1,<END>,1,1,1,1
899-484,1,380,1,1,1,1
900-001,1,<END>,1,1,1,1
900-014,1,820,1,1,1,1
900-060,1,111,1,1,1,1
900-140,1,<END>,1,1,1,1
900-241,1,368,1,1,1,1
900-285,1,<END>,1,1,1,1
900-320,1,806,1,1,1,1
900-322,1,<END>,1,1,1,1
900-415,1,<END>,1,1,1,1
900-482,1,484,1,1,1,1
900-545,1,<END>,1,1,1,1
900-563,1,<END>,1,1,1,1
900-615,1,<END>,1,1,1,1
900-630,1,<END>,1,1,1,1
900-645,1,368,1,1,1,1
900-692,1,003,1,1,1,1
900-700,1,003,1,1,1,1
900-803,1,<END>,1,1,1,1
900-853,1,<END>,1,1,1,1
901-620,1,<END>,1,1,1,1
903-850,1,033,1,1,1,1
903-903,1,<END>,1,1,1,1
904-002,1,820,1,1,1,1
904-004,1,821,1,1,1,1
904-231,1,240,1,1,1,1
904-235,1,741,1,1,1,1
904-690,1,<END>,1,1,1,1
904-717,1,220,1,1,1,1
904-740,1,444,1,1,1,1
904-794,1,630,1,1,1,1
904-798,1,460,1,1,1,1
905-407,1,004,1,1,1,1
906-125,1,<END>,1,1,1,1
906-140,1,<END>,1,1,1,1
906-200,1,740,1,1,1,1
906-329,1,<END>,1,1,1,1
907-161,1,<END>,1,1,1,1
909-005,1,825,1,1,1,1
909-540,1,540,1,1,1,1
911-006,1,<END>,1,1,1,1
912-001,1,740,1,1,1,1
913-005,1,004,1,1,1,1
920-002,1,861,1,1,1,1
920-060,1,692,1,1,1,1
920-125,1,001,1,1,1,1
920-130,1,511,1,1,1,1
920-324,1,233,1,1,1,1
920-374,1,<END>,1,1,1,1
920-388,1,<END>,1,1,1,1
920-440,1,692,1,1,1,1
920-520,1,220,1,1,1,1
920-706,1,193,1,1,1,1
921-032,1,002,1,1,1,1
921-100,1,415,1,1,1,1
921-235,1,002,1,1,1,1
921-240,1,<END>,1,1,1,1
921-315,1,233,1,1,1,1
921-460,1,503,1,1,1,1
921-690,1,435,1,1,1,1
921-742,1,615,1,1,1,1
921-861,1,<END>,1,1,1,1
923-013,1,820,1,1,1,1
923-070,1,032,1,1,1,1
923-226,1,032,1,1,1,1
923-382,1,233,1,1,1,1
923-406,1,061,1,1,1,1
923-741,1,390,1,1,1,1
923-806,1,<END>,1,1,1,1
923-838,1,<END>,1,1,1,1
924-132,1,002,1,1,1,1
924-146,1,<END>,1,1,1,1
924-156,1,<END>,1,1,1,1
924-220,1,528,1,1,1,1
924-692,1,<END>,1,1,1,1
927-032,1,741,1,1,1,1
927-033,1,817,1,1,1,1
927-060,1,920,1,1,1,1
927-231,1,060,1,1,1,1
927-240,1,031,1,1,1,1
927-741,1,060,1,1,1,1
930-070,1,615,1,1,1,1
930-632,1,920,1,1,1,1
930-804,1,220,1,1,1,1
932-740,1,055,1,1,1,1
933-031,1,<END>,1,1,1,1
940-260,1,<END>,1,1,1,1
940-705,1,<END>,1,1,1,1
942-090,1,<END>,1,1,1,1
944-920,1,140,1,1,1,1
947-400,1,740,1,1,1,1
950-001,1,741,1,1,1,1
951-090,1,<END>,1,1,1,1
952-740,1,<END>,1,1,1,1
953-817,1,390,1,1,1,1
958-220,1,278,1,1,1,1
999-002,1,<END>,1,1,1,1
999-645,1,<END>,1,1,1,1
999-792,1,<END>,1,1,1,1
001-233,2,<END>,1,0.5,2,1
001-746,2,<END>,1,0.5,2,1
002-055,2,031,1,0.5,2,2
002-125,2,350,1,0.5,2,1
002-285,2,<END>,1,0.5,2,1
002-455,2,420,1,0.5,2,1
002-540,2,<END>,1,0.5,2,1
002-550,2,<END>,1,0.5,2,2
002-617,2,<END>,1,0.5,2,2
002-798,2,055,1,0.5,2,1
002-812,2,031,1,0.5,2,1
002-940,2,260,1,0.5,2,1
004-013,2,740,1,0.5,2,2
004-060,2,692,1,0.5,2,2
005-001,2,063,1,0.5,2,1
013-031,2,002,1,0.5,2,2
016-013,2,820,1,0.5,2,2
017-240,2,002,1,0.5,2,2
017-741,2,060,1,0.5,2,1
031-033,2,<END>,1,0.5,2,2
031-151,2,<END>,1,0.5,2,1
031-400,2,<END>,1,0.5,2,2
031-504,2,235,1,0.5,2,1
031-645,2,645,1,0.5,2,2
031-705,2,<END>,1,0.5,2,1
031-820,2,<END>,1,0.5,2,2
031-850,2,032,1,0.5,2,1
032-001,2,223,1,0.5,2,2
032-029,2,<END>,1,0.5,2,1
032-368,2,<END>,1,0.5,2,1
032-845,2,033,1,0.5,2,2
032-999,2,002,1,0.5,2,1
033-001,2,<END>,1,0.5,2,2
033-240,2,002,1,0.5,2,1
033-368,2,091,1,0.5,2,2
033-741,2,572,1,0.5,2,1
049-002,2,817,1,0.5,2,2
055-031,2,002,1,0.5,2,2
055-220,2,032,1,0.5,2,2
060-111,2,166,1,0.5,2,1
061-001,2,031,1,0.5,2,2
063-740,2,176,1,0.5,2,1
064-706,2,140,1,0.5,2,2
100-031,2,<END>,1,0.5,2,2
100-235,2,002,1,0.5,2,2
101-002,2,365,1,0.5,2,1
125-590,2,<END>,1,0.5,2,2
130-032,2,820,1,0.5,2,2
140-015,2,<END>,1,0.5,2,2
151-220,2,<END>,1,0.5,2,1
161-055,2,<END>,1,0.5,2,1
165-740,2,176,1,0.5,2,1
176-031,2,<END>,1,0.5,2,2
176-060,2,692,1,0.5,2,1
176-231,2,<END>,1,0.5,2,2
202-892,2,220,1,0.5,2,2
219-002,2,817,1,0.5,2,1
220-014,2,<END>,1,0.5,2,1
220-741,2,176,1,0.5,2,1
226-003,2,<END>,1,0.5,2,2
226-415,2,<END>,1,0.5,2,2
232-240,2,001,1,0.5,2,1
233-740,2,176,1,0.5,2,1
235-798,2,742,1,0.5,2,2
241-220,2,032,1,0.5,2,2
244-165,2,<END>,1,0.5,2,2
255-001,2,060,1,0.5,2,2
255-400,2,136,1,0.5,2,2
255-920,2,060,1,0.5,2,2
269-511,2,060,1,0.5,2,1
310-350,2,128,1,0.5,2,2
335-002,2,033,1,0.5,2,1
335-220,2,032,1,0.5,2,1
350-892,2,590,1,0.5,2,2
368-590,2,<END>,1,0.5,2,2
368-740,2,482,1,0.5,2,1
384-002,2,390,1,0.5,2,1
388-002,2,390,1,0.5,2,1
390-095,2,<END>,1,0.5,2,2
390-415,2,<END>,1,0.5,2,2
390-803,2,002,1,0.5,2,1
390-840,2,233,1,0.5,2,2
391-002,2,365,1,0.5,2,1
400-368,2,055,1,0.5,2,2
400-527,2,195,1,0.5,2,2
400-798,2,243,1,0.5,2,1
405-016,2,<END>,1,0.5,2,2
406-125,2,<END>,1,0.5,2,1
407-016,2,001,1,0.5,2,2
413-840,2,091,1,0.5,2,2
415-001,2,<END>,1,0.5,2,2
415-033,2,001,1,0.5,2,2
415-176,2,002,1,0.5,2,2
415-519,2,<END>,1,0.5,2,2
440-240,2,001,1,0.5,2,2
463-510,2,<END>,1,0.5,2,1
482-033,2,<END>,1,0.5,2,2
482-055,2,220,1,0.5,2,1
540-002,2,817,1,0.5,2,1
554-002,2,820,1,0.5,2,2
585-231,2,220,1,0.5,2,1
590-031,2,740,1,0.5,2,2
590-125,2,<END>,1,0.5,2,1
590-231,2,002,1,0.5,2,1
590-705,2,435,1,0.5,2,1
590-900,2,<END>,1,0.5,2,1
605-002,2,540,1,0.5,2,2
615-104,2,002,1,0.5,2,1
630-220,2,002,1,0.5,2,2
637-240,2,<END>,1,0.5,2,2
643-240,2,<END>,1,0.5,2,1
645-003,2,<END>,1,0.5,2,2
706-794,2,630,1,0.5,2,2
717-233,2,002,1,0.5,2,1
717-235,2,<END>,1,0.5,2,2
740-016,2,002,1,0.5,2,2
740-090,2,<END>,1,0.5,2,2
740-103,2,002,1,0.5,2,1
740-140,2,002,1,0.5,2,1
740-165,2,060,1,0.5,2,2
740-221,2,<END>,1,0.5,2,2
740-564,2,<END>,1,0.5,2,2
740-740,2,<END>,1,0.5,2,1
740-797,2,<END>,1,0.5,2,2
741-125,2,<END>,1,0.5,2,1
741-175,2,<END>,1,0.5,2,1
741-794,2,<END>,1,0.5,2,2
741-831,2,<END>,1,0.5,2,1
760-032,2,<END>,1,0.5,2,2
760-175,2,176,1,0.5,2,1
760-240,2,<END>,1,0.5,2,2
760-268,2,002,1,0.5,2,2
760-615,2,104,1,0.5,2,1
770-235,2,<END>,1,0.5,2,2
790-001,2,480,1,0.5,2,2
798-240,2,060,1,0.5,2,1
798-706,2,061,1,0.5,2,2
803-220,2,032,1,0.5,2,1
803-742,2,617,1,0.5,2,2
806-060,2,550,1,0.5,2,1
812-033,2,<END>,1,0.5,2,2
817-390,2,002,1,0.5,2,2
840-740,2,061,1,0.5,2,1
861-877,2,<END>,1,0.5,2,2
879-220,2,415,1,0.5,2,1
900-002,2,003,1,0.5,2,2
923-235,2,<END>,1,0.5,2,2
001-033,2,426,1,0.5,1,1
001-407,2,004,1,0.5,1,2
001-440,2,012,1,0.5,1,1
002-190,2,125,1,0.5,1,1
002-301,2,190,1,0.5,1,1
002-388,2,031,1,0.5,1,2
002-814,2,084,1,0.5,1,1
002-840,2,016,1,0.5,1,2
002-850,2,491,1,0.5,1,1
002-906,2,125,1,0.5,1,2
003-803,2,<END>,1,0.5,1,2
003-806,2,033,1,0.5,1,1
017-920,2,<END>,1,0.5,1,2
032-231,2,072,1,0.5,1,1
032-240,2,235,1,0.5,1,1
032-920,2,140,1,0.5,1,2
055-002,2,820,1,0.5,1,2
055-233,2,<END>,1,0.5,1,2
060-220,2,004,1,0.5,1,1
061-031,2,002,1,0.5,1,1
072-002,2,270,1,0.5,1,2
072-921,2,<END>,1,0.5,1,1
090-125,2,<END>,1,0.5,1,1
097-700,2,004,1,0.5,1,2
100-904,2,033,1,0.5,1,2
136-002,2,298,1,0.5,1,1
140-632,2,<END>,1,0.5,1,1
151-055,2,<END>,1,0.5,1,1
151-243,2,<END>,1,0.5,1,1
155-806,2,467,1,0.5,1,2
156-002,2,252,1,0.5,1,1
156-140,2,<END>,1,0.5,1,2
190-125,2,575,1,0.5,1,1
220-001,2,<END>,1,0.5,1,1
220-786,2,255,1,0.5,1,2
226-803,2,002,1,0.5,1,1
233-001,2,821,1,0.5,1,1
240-415,2,<END>,1,0.5,1,2
243-031,2,002,1,0.5,1,1
292-590,2,032,1,0.5,1,2
297-190,2,<END>,1,0.5,1,1
350-240,2,002,1,0.5,1,1
350-741,2,060,1,0.5,1,2
382-382,2,<END>,1,0.5,1,1
388-231,2,<END>,1,0.5,1,1
388-235,2,<END>,1,0.5,1,1
390-018,2,<END>,1,0.5,1,1
390-390,2,<END>,1,0.5,1,1
390-710,2,<END>,1,0.5,1,1
390-920,2,322,1,0.5,1,2
400-703,2,<END>,1,0.5,1,1
400-804,2,<END>,1,0.5,1,1
411-411,2,<END>,1,0.5,1,1
415-235,2,<END>,1,0.5,1,1
416-741,2,060,1,0.5,1,1
435-001,2,003,1,0.5,1,1
463-495,2,<END>,1,0.5,1,1
511-032,2,<END>,1,0.5,1,2
520-382,2,032,1,0.5,1,1
520-515,2,503,1,0.5,1,1
550-235,2,<END>,1,0.5,1,1
585-831,2,<END>,1,0.5,1,2
590-240,2,<END>,1,0.5,1,2
590-740,2,072,1,0.5,1,1
595-095,2,717,1,0.5,1,1
617-831,2,<END>,1,0.5,1,1
692-740,2,269,1,0.5,1,1
700-031,2,<END>,1,0.5,1,2
705-236,2,<END>,1,0.5,1,2
705-575,2,<END>,1,0.5,1,1
705-798,2,<END>,1,0.5,1,1
705-803,2,002,1,0.5,1,2
706-031,2,<END>,1,0.5,1,2
740-042,2,002,1,0.5,1,1
740-215,2,<END>,1,0.5,1,1
740-483,2,233,1,0.5,1,1
740-554,2,<END>,1,0.5,1,2
740-560,2,233,1,0.5,1,1
740-790,2,<END>,1,0.5,1,1
741-081,2,220,1,0.5,1,1
741-252,2,530,1,0.5,1,1
742-615,2,380,1,0.5,1,2
752-001,2,033,1,0.5,1,1
760-705,2,002,1,0.5,1,1
760-706,2,466,1,0.5,1,1
772-002,2,817,1,0.5,1,1
790-400,2,296,1,0.5,1,1
794-732,2,<END>,1,0.5,1,1
798-003,2,<END>,1,0.5,1,2
798-365,2,263,1,0.5,1,2
798-742,2,060,1,0.5,1,1
804-233,2,<END>,1,0.5,1,1
806-001,2,595,1,0.5,1,1
806-470,2,<END>,1,0.5,1,1
806-742,2,<END>,1,0.5,1,1
820-140,2,005,1,0.5,1,1
820-220,2,063,1,0.5,1,1
832-390,2,590,1,0.5,1,1
840-220,2,<END>,1,0.5,1,1
840-552,2,002,1,0.5,1,1
850-140,2,236,1,0.5,1,2
861-032,2,233,1,0.5,1,2
861-111,2,391,1,0.5,1,1
861-255,2,371,1,0.5,1,1
869-060,2,001,1,0.5,1,1
920-318,2,220,1,0.5,1,2
920-322,2,<END>,1,0.5,1,1
923-233,2,<END>,1,0.5,1,1
923-803,2,<END>,1,0.5,1,1
002-705,3,127,1,0.3333333333333333,3,2
017-060,3,130,1,0.3333333333333333,3,2
061-060,3,550,1,0.3333333333333333,3,2
104-002,3,817,1,0.3333333333333333,3,2
176-001,3,367,1,0.3333333333333333,3,2
220-742,3,060,1,0.3333333333333333,3,1
495-240,3,002,1,0.3333333333333333,3,2
527-554,3,001,1,0.3333333333333333,3,2
555-231,3,002,1,0.3333333333333333,3,2
740-033,3,495,1,0.3333333333333333,3,2
740-067,3,100,1,0.3333333333333333,3,3
740-362,3,<END>,1,0.3333333333333333,3,3
803-233,3,<END>,1,0.3333333333333333,3,1
840-002,3,<END>,1,0.3333333333333333,3,3
840-233,3,060,1,0.3333333333333333,3,2
001-032,3,<END>,1,0.3333333333333333,2,3
001-220,3,415,1,0.3333333333333333,2,1
001-550,3,<END>,1,0.3333333333333333,2,2
002-252,3,575,1,0.3333333333333333,2,1
007-503,3,<END>,1,0.3333333333333333,2,2
060-297,3,<END>,1,0.3333333333333333,2,1
061-033,3,<END>,1,0.3333333333333333,2,2
061-740,3,235,1,0.3333333333333333,2,2
100-001,3,<END>,1,0.3333333333333333,2,3
100-233,3,002,1,0.3333333333333333,2,3
