"id","cisi","type","site","side_index","sides","direction","token_count","text","token_string","orientation_class","companion","order","unordered_pair","interpretation_status"
"786.1","H-2099","TAB:I","Harappa","1","2","R/L","2","+255-033+","255;033","non_700_short_mark","","","033-255","orientation_audit_only_no_reading"
"1018.1","H-2102","TAB:I","Harappa","1","2","R/L","2","+700-034+","700;034","two_token_700_companion","034","700_first","034-700","orientation_audit_only_no_reading"
"1018.2","H-2102","TAB:I","Harappa","2","2","R/L","2","+137-413+","137;413","non_700_short_mark","","","137-413","orientation_audit_only_no_reading"
"830.2","H-2104","TAB:I","Harappa","2","2","R/L","2","+400-137+","400;137","non_700_short_mark","","","137-400","orientation_audit_only_no_reading"
"642.2","H-2105","TAB:I","Harappa","2","2","R/L","2","+700-034+","700;034","two_token_700_companion","034","700_first","034-700","orientation_audit_only_no_reading"
"640.1","H-2108","TAB:I","Harappa","1","2","R/L","2","+690-681+","690;681","non_700_short_mark","","","681-690","orientation_audit_only_no_reading"
"1242.2","H-211","TAB:B","Harappa","2","2","R/L","2","+033-700+","033;700","two_token_700_companion","033","700_last","033-700","orientation_audit_only_no_reading"
"544.1","H-2115","TAB:I","Harappa","1","2","R/L","2","+700-033+","700;033","two_token_700_companion","033","700_first","033-700","orientation_audit_only_no_reading"
"892.1","H-2119","TAB:I","Harappa","1","2","R/L","2","+861-003+","861;003","non_700_short_mark","","","003-861","orientation_audit_only_no_reading"
"892.2","H-2119","TAB:I","Harappa","2","2","R/L","2","+740-416+","740;416","non_700_short_mark","","","416-740","orientation_audit_only_no_reading"
"1243.2","H-212","TAB:B","Harappa","2","2","R/L","2","+032-700+","032;700","two_token_700_companion","032","700_last","032-700","orientation_audit_only_no_reading"
"840.2","H-2123","TAB:I","Harappa","2","2","R/L","2","+861-003+","861;003","non_700_short_mark","","","003-861","orientation_audit_only_no_reading"
"425.1","H-2125","TAB:I","Harappa","1","2","R/L","2","+700-033+","700;033","two_token_700_companion","033","700_first","033-700","orientation_audit_only_no_reading"
"674.1","H-2129","TAB:I","Harappa","1","2","R/L","2","+700-032+","700;032","two_token_700_companion","032","700_first","032-700","orientation_audit_only_no_reading"
"1244.2","H-213","TAB:B","Harappa","2","2","R/L","2","+700-032+","700;032","two_token_700_companion","032","700_first","032-700","orientation_audit_only_no_reading"
"823.1","H-2130","TAB:I","Harappa","1","2","R/L","2","+700-034+","700;034","two_token_700_companion","034","700_first","034-700","orientation_audit_only_no_reading"
"823.2","H-2130","TAB:I","Harappa","2","2","R/L","2","+365-900+","365;900","non_700_short_mark","","","365-900","orientation_audit_only_no_reading"
"732.1","H-2131","TAB:I","Harappa","1","2","R/L","2","+700-033+","700;033","two_token_700_companion","033","700_first","033-700","orientation_audit_only_no_reading"
